GeneID,Chr,Start,End,annotation,pan_anno,y_anno,Strand
Myadml2_8228,chr11,120647745,120648144,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Notum_8229,chr11,120659002,120659401,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Aspscr1_8230,chr11,120673047,120673446,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cenpx_8231,chr11,120713627,120714026,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rac3_8232,chr11,120720517,120720916,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dcxr_8233,chr11,120727110,120727509,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cbr2_8234,chr11,120729508,120729907,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Cbr2_8235,chr11,120736833,120737232,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Rfng_8236,chr11,120776058,120776457,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gps1_8237,chr11,120784035,120784434,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dus1l_8238,chr11,120796273,120796672,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dus1l_8239,chr11,120800054,120800453,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Fasn_8240,chr11,120824102,120824501,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Fasn_8241,chr11,120850663,120851062,"Intron(XM_006534234.3/Ccdc57,intron17of17)",OtherIntron,OtherIntron,.
Ccdc57_8242,chr11,120886439,120886838,"Intron(XM_006534234.3/Ccdc57,intron9of17)",OtherIntron,OtherIntron,.
Ccdc57_8243,chr11,120890093,120890492,"Intron(XM_006534234.3/Ccdc57,intron9of17)",OtherIntron,OtherIntron,.
Ccdc57_8244,chr11,120902385,120902784,"Intron(XM_006534234.3/Ccdc57,intron5of17)",OtherIntron,OtherIntron,.
Ccdc57_8245,chr11,120905509,120905908,"Intron(XM_006534234.3/Ccdc57,intron1of17)",1stIntron,1stIntron,.
Ccdc57_8246,chr11,120916451,120916850,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
A430102A20Rik_8247,chr11,120932689,120933088,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ccdc57_8248,chr11,120939636,120940035,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Slc16a3_8249,chr11,120940968,120941367,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Slc16a3_8250,chr11,120948765,120949164,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Slc16a3_8251,chr11,120950845,120951244,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Csnk1d_8252,chr11,120991032,120991431,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cd7_8253,chr11,121039286,121039685,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Sectm1b_8254,chr11,121056602,121057001,"Intron(NM_026907.3/Sectm1b,intron2of4)",OtherIntron,OtherIntron,.
Sectm1b_8255,chr11,121064206,121064605,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Sectm1a_8256,chr11,121082868,121083267,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Sectm1a_8257,chr11,121087879,121088278,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Sectm1a_8258,chr11,121090859,121091258,"Intron(XM_006532748.4/Sectm1a,intron1of5)",1stIntron,1stIntron,.
Gm11790_8259,chr11,121176268,121176667,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Hexdc_8260,chr11,121201849,121202248,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Cybc1_8261,chr11,121229040,121229439,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cybc1_8262,chr11,121230986,121231385,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Narf_8263,chr11,121236896,121237295,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Foxk2_8264,chr11,121259688,121260087,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Foxk2_8265,chr11,121300308,121300707,"Intron(NM_001080932.3/Foxk2,intron8of8)",OtherIntron,OtherIntron,.
Wdr45b_8266,chr11,121339606,121340005,"Intron(NM_025793.3/Wdr45b,intron3of9)",OtherIntron,OtherIntron,.
Wdr45b_8267,chr11,121354294,121354693,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rab40b_8268,chr11,121388194,121388593,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Fn3k_8269,chr11,121434704,121435103,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tbcd_8270,chr11,121451714,121452113,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tbcd_8271,chr11,121475646,121476045,"Exon(NM_029878.4/Tbcd,exon7of39)",OtherExon,OtherExon,.
Tbcd_8272,chr11,121485888,121486287,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tbcd_8273,chr11,121559555,121559954,"Intron(NM_029878.4/Tbcd,intron16of38)",OtherIntron,OtherIntron,.
B3gntl1_8274,chr11,121673074,121673473,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Metrnl_8275,chr11,121702197,121702596,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Metrnl_8276,chr11,121713471,121713870,"Intron(NM_144797.3/Metrnl,intron2of3)",OtherIntron,OtherIntron,.
Gm12589_8277,chr11,121744024,121744423,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm12586_8278,chr11,121847799,121848198,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm9631_8279,chr11,121956715,121957114,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm48310_8280,chr12,3098139,3098538,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Rab10os_8281,chr12,3235198,3235597,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rab10os_8282,chr12,3253687,3254086,"Intron(NM_016676.5/Rab10,intron3of5)",OtherIntron,OtherIntron,.
Rab10_8283,chr12,3284097,3284496,"Intron(NM_016676.5/Rab10,intron1of5)",1stIntron,1stIntron,.
Rab10_8284,chr12,3290983,3291382,"Intron(NM_016676.5/Rab10,intron1of5)",1stIntron,1stIntron,.
Rab10_8285,chr12,3309772,3310171,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rab10_8286,chr12,3322222,3322621,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm26520_8287,chr12,3338903,3339302,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm26520_8288,chr12,3349389,3349788,"Intron(NR_166882.1/Gm26520,intron1of1)",1stIntron,1stIntron,.
Gm26520_8289,chr12,3359984,3360383,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Kif3c_8290,chr12,3365003,3365402,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
I920046F24Rik_8291,chr12,3372111,3372510,"Intron(NM_008445.2/Kif3c,intron1of7)",1stIntron,1stIntron,.
I920046F24Rik_8292,chr12,3390957,3391356,"Intron(NM_008445.2/Kif3c,intron5of7)",OtherIntron,OtherIntron,.
1110002L01Rik_8293,chr12,3398690,3399089,"Intron(NM_008445.2/Kif3c,intron5of7)",OtherIntron,OtherIntron,.
1110002L01Rik_8294,chr12,3426624,3427023,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Asxl2_8295,chr12,3441255,3441654,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Asxl2_8296,chr12,3453426,3453825,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Dtnb_8297,chr12,3550260,3550659,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Dtnb_8298,chr12,3557838,3558237,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Dtnb_8299,chr12,3560630,3561029,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Dtnb_8300,chr12,3571561,3571960,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dtnb_8301,chr12,3587005,3587404,"Intron(XM_030246550.1/Dtnb,intron1of17)",1stIntron,1stIntron,.
Gm9039_8302,chr12,3622893,3623292,"Intron(XM_030246550.1/Dtnb,intron5of17)",OtherIntron,OtherIntron,.
Gm50591_8303,chr12,3641941,3642340,"Intron(XM_030246550.1/Dtnb,intron6of17)",OtherIntron,OtherIntron,.
Gm50591_8304,chr12,3653339,3653738,"Intron(XM_030246550.1/Dtnb,intron8of17)",OtherIntron,OtherIntron,.
Gm50591_8305,chr12,3657147,3657546,"Intron(XM_030246550.1/Dtnb,intron8of17)",OtherIntron,OtherIntron,.
Gm50591_8306,chr12,3695745,3696144,"Intron(XM_030246550.1/Dtnb,intron9of17)",OtherIntron,OtherIntron,.
Gm18028_8307,chr12,3729647,3730046,"Intron(XM_030246550.1/Dtnb,intron10of17)",OtherIntron,OtherIntron,.
Gm18028_8308,chr12,3739977,3740376,"Intron(XM_030246550.1/Dtnb,intron11of17)",OtherIntron,OtherIntron,.
Gm18028_8309,chr12,3743925,3744324,"Intron(XM_030246550.1/Dtnb,intron11of17)",OtherIntron,OtherIntron,.
Gm18028_8310,chr12,3745588,3745987,"Intron(XM_030246550.1/Dtnb,intron11of17)",OtherIntron,OtherIntron,.
Gm18028_8311,chr12,3753636,3754035,"Intron(XM_030246550.1/Dtnb,intron14of17)",OtherIntron,OtherIntron,.
Gm18028_8312,chr12,3759456,3759855,"Intron(XM_030246550.1/Dtnb,intron14of17)",OtherIntron,OtherIntron,.
Gm18028_8313,chr12,3771059,3771458,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm18028_8314,chr12,3781466,3781865,3'UTR,3'UTR,3'UTR,.
Dnmt3a_8315,chr12,3791762,3792161,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Dnmt3a_8316,chr12,3806283,3806682,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dnmt3a_8317,chr12,3824855,3825254,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dnmt3a_8318,chr12,3834514,3834913,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dnmt3aos_8319,chr12,3852611,3853010,"Intron(XM_006514956.4/Dnmt3a,intron3of22)",OtherIntron,OtherIntron,.
Dnmt3aos_8320,chr12,3855754,3856153,"Intron(XM_006514956.4/Dnmt3a,intron3of22)",OtherIntron,OtherIntron,.
Dnmt3aos_8321,chr12,3861690,3862089,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dnmt3aos_8322,chr12,3870897,3871296,"Intron(XM_006514956.4/Dnmt3a,intron4of22)",OtherIntron,OtherIntron,.
Dnmt3a_8323,chr12,3891049,3891448,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm9088_8324,chr12,3917854,3918253,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm9088_8325,chr12,3921256,3921655,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm9088_8326,chr12,3926138,3926537,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Pomc_8327,chr12,3959806,3960205,"Exon(NM_001278581.1/Pomc,exon4of4)",OtherExon,OtherExon,.
Pomc_8328,chr12,3968404,3968803,"Exon(NM_001082483.1/Efr3b,exon21of23)",OtherExon,OtherExon,.
Pomc_8329,chr12,3981319,3981718,"Exon(NM_001082483.1/Efr3b,exon10of23)",OtherExon,OtherExon,.
Pomc_8330,chr12,3983667,3984066,"Intron(NM_001082483.1/Efr3b,intron6of22)",OtherIntron,OtherIntron,.
Efr3b_8331,chr12,4038692,4039091,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dnajc27_8332,chr12,4082677,4083076,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm17816_8333,chr12,4188571,4188970,"Intron(XM_006514933.3/Adcy3,intron3of21)",OtherIntron,OtherIntron,.
Gm17816_8334,chr12,4208704,4209103,"Intron(XM_006514933.3/Adcy3,intron16of21)",OtherIntron,OtherIntron,.
Gm17816_8335,chr12,4211124,4211523,"Exon(XM_006514933.3/Adcy3,exon20of22)",OtherExon,OtherExon,.
Gm29696_8336,chr12,4279289,4279688,"Intron(NM_010881.2/Ncoa1,intron13of22)",OtherIntron,OtherIntron,.
Gm29696_8337,chr12,4283749,4284148,"Intron(NM_010881.2/Ncoa1,intron13of22)",OtherIntron,OtherIntron,.
Gm17914_8338,chr12,4285964,4286363,"Intron(NM_010881.2/Ncoa1,intron13of22)",OtherIntron,OtherIntron,.
Gm17914_8339,chr12,4332642,4333041,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm17914_8340,chr12,4365957,4366356,"Intron(NM_010881.2/Ncoa1,intron2of22)",OtherIntron,OtherIntron,.
Ncoa1_8341,chr12,4389328,4389727,"Intron(NM_010881.2/Ncoa1,intron2of22)",OtherIntron,OtherIntron,.
Ncoa1_8342,chr12,4419566,4419965,"Intron(NM_010881.2/Ncoa1,intron1of22)",1stIntron,1stIntron,.
Ncoa1_8343,chr12,4436144,4436543,"Intron(NM_010881.2/Ncoa1,intron1of22)",1stIntron,1stIntron,.
Ncoa1_8344,chr12,4444952,4445351,"Intron(NM_010881.2/Ncoa1,intron1of22)",1stIntron,1stIntron,.
Gm51963_8345,chr12,4452247,4452646,"Intron(NM_010881.2/Ncoa1,intron1of22)",1stIntron,1stIntron,.
Gm51963_8346,chr12,4454247,4454646,"Intron(NM_010881.2/Ncoa1,intron1of22)",1stIntron,1stIntron,.
Gm51963_8347,chr12,4465209,4465608,"Intron(NM_010881.2/Ncoa1,intron1of22)",1stIntron,1stIntron,.
Ncoa1_8348,chr12,4476962,4477361,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ncoa1_8349,chr12,4487587,4487986,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm31938_8350,chr12,4534205,4534604,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm31938_8351,chr12,4545446,4545845,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm46332_8352,chr12,4548588,4548987,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm46332_8353,chr12,4551845,4552244,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm46332_8354,chr12,4571900,4572299,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Itsn2_8355,chr12,4592817,4593216,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm3625_8356,chr12,4606858,4607257,"Intron(XM_006515024.4/Itsn2,intron1of39)",1stIntron,1stIntron,.
Fam228a_8357,chr12,4717377,4717776,"Intron(NM_029107.3/Fam228a,intron7of7)",OtherIntron,OtherIntron,.
Fam228a_8358,chr12,4719958,4720357,"Intron(NM_029107.3/Fam228a,intron6of7)",OtherIntron,OtherIntron,.
Sf3b6_8359,chr12,4817299,4817698,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Wdcp_8360,chr12,4843204,4843603,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mfsd2b_8361,chr12,4874197,4874596,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mfsd2b_8362,chr12,4884313,4884712,"Intron(NM_145441.4/Ubxn2a,intron5of6)",OtherIntron,OtherIntron,.
Ubxn2a_8363,chr12,4907174,4907573,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Atad2b_8364,chr12,4917155,4917554,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm33037_8365,chr12,8208034,8208433,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gdf7_8366,chr12,8306794,8307193,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Hs1bp3_8367,chr12,8313219,8313618,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Hs1bp3_8368,chr12,8320075,8320474,"Intron(NM_021429.3/Hs1bp3,intron2of6)",OtherIntron,OtherIntron,.
Hs1bp3_8369,chr12,8326831,8327230,"Intron(NM_021429.3/Hs1bp3,intron4of6)",OtherIntron,OtherIntron,.
Gm33134_8370,chr12,8351268,8351667,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm33134_8371,chr12,8353019,8353418,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm33134_8372,chr12,8359481,8359880,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm51967_8373,chr12,8461521,8461920,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
BC106175_8374,chr12,8487902,8488301,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Rhob_8375,chr12,8499889,8500288,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
5033421B08Rik_8376,chr12,8519455,8519854,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Pum2_8377,chr12,8640705,8641104,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Pum2_8378,chr12,8659767,8660166,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Pum2_8379,chr12,8673961,8674360,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Pum2_8380,chr12,8698893,8699292,5'UTR,5'UTR,5'UTR,.
Gm4755_8381,chr12,8760592,8760991,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm4755_8382,chr12,8771039,8771438,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm33418_8383,chr12,8829617,8830016,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm33418_8384,chr12,8841017,8841416,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm33418_8385,chr12,8846473,8846872,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm33483_8386,chr12,8857400,8857799,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm33483_8387,chr12,8864859,8865258,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
9930038B18Rik_8388,chr12,8889279,8889678,"Intron(XR_381241.4/Gm33483,intron2of2)",OtherIntron,OtherIntron,.
Laptm4a_8389,chr12,8921760,8922159,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Laptm4a_8390,chr12,8927649,8928048,"Intron(NM_008640.2/Laptm4a,intron1of6)",1stIntron,1stIntron,.
Matn3_8391,chr12,8941914,8942313,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Wdr35_8392,chr12,8973818,8974217,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Wdr35_8393,chr12,8993182,8993581,"Intron(XM_006515232.3/Wdr35,intron9of26)",OtherIntron,OtherIntron,.
Ttc32_8394,chr12,9030183,9030582,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ttc32_8395,chr12,9040192,9040591,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Ttc32_8396,chr12,9052096,9052495,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Rdh14_8397,chr12,10390673,10391072,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
9530020I12Rik_8398,chr12,11178677,11179076,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
9530020I12Rik_8399,chr12,11196247,11196646,"Exon(NR_131084.1/9530020I12Rik,exon3of5)",OtherExon,OtherExon,.
Msgn1_8400,chr12,11217763,11218162,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gen1_8401,chr12,11265749,11266148,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Smc6_8402,chr12,11276963,11277362,"Intron(NM_001361252.1/Smc6,intron4of9)",OtherIntron,OtherIntron,.
Mir7675_8403,chr12,11318606,11319005,3'UTR,3'UTR,3'UTR,.
Mir7675_8404,chr12,11328942,11329341,"Intron(NM_001378929.1/Vsnl1,intron3of3)",OtherIntron,OtherIntron,.
Vsnl1_8405,chr12,11425340,11425739,"Intron(NM_001378929.1/Vsnl1,intron1of3)",1stIntron,1stIntron,.
Vsnl1_8406,chr12,11427423,11427822,"Intron(NM_001378929.1/Vsnl1,intron1of3)",1stIntron,1stIntron,.
4930511A02Rik_8407,chr12,11437486,11437885,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm34348_8408,chr12,12147741,12148140,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm34348_8409,chr12,12155691,12156090,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm34348_8410,chr12,12176406,12176805,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm40838_8411,chr12,12225708,12226107,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm40838_8412,chr12,12247107,12247506,"Intron(XR_872478.1/Gm40838,intron2of2)",OtherIntron,OtherIntron,.
Gm40838_8413,chr12,12248746,12249145,"Intron(XR_872478.1/Gm40838,intron2of2)",OtherIntron,OtherIntron,.
Cyria_8414,chr12,12254032,12254431,"Exon(XR_872478.1/Gm40838,exon3of3)",OtherExon,OtherExon,.
Cyria_8415,chr12,12262263,12262662,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cyria_8416,chr12,12270482,12270881,"Intron(XM_006515246.4/Cyria,intron1of13)",1stIntron,1stIntron,.
Gm34407_8417,chr12,12278593,12278992,"Intron(XM_006515246.4/Cyria,intron2of13)",OtherIntron,OtherIntron,.
Gm34407_8418,chr12,12287403,12287802,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm34407_8419,chr12,12289685,12290084,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm34407_8420,chr12,12301843,12302242,"Intron(XM_006515246.4/Cyria,intron3of13)",OtherIntron,OtherIntron,.
Gm34407_8421,chr12,12313946,12314345,"Intron(XM_006515246.4/Cyria,intron4of13)",OtherIntron,OtherIntron,.
Gm34407_8422,chr12,12320697,12321096,"Intron(XM_006515246.4/Cyria,intron4of13)",OtherIntron,OtherIntron,.
Gm34489_8423,chr12,12420874,12421273,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm34489_8424,chr12,12551828,12552227,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm34489_8425,chr12,12570780,12571179,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm34489_8426,chr12,12580693,12581092,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm24208_8427,chr12,13214901,13215300,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Ddx1_8428,chr12,13249006,13249405,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Nbas_8429,chr12,13269042,13269441,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm6736_8430,chr12,13465614,13466013,"Intron(XR_003950086.1/Nbas,intron40of45)",OtherIntron,OtherIntron,.
Gm35725_8431,chr12,13571463,13571862,"Intron(XM_006515215.2/Nbas,intron51of51)",OtherIntron,OtherIntron,.
Gm17915_8432,chr12,15536059,15536458,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm17915_8433,chr12,15551482,15551881,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm17915_8434,chr12,15587105,15587504,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm40287_8435,chr12,15594495,15594894,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm40287_8436,chr12,15608110,15608509,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm4804_8437,chr12,15713605,15714004,"Intron(XR_872503.1/Gm40287,intron2of5)",OtherIntron,OtherIntron,.
Gm5432_8438,chr12,15816731,15817130,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm46335_8439,chr12,15896499,15896898,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm46335_8440,chr12,15912729,15913128,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36235_8441,chr12,15981740,15982139,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36235_8442,chr12,16008291,16008690,"Intron(XR_872505.1/Gm36235,intron2of8)",OtherIntron,OtherIntron,.
Gm36235_8443,chr12,16049531,16049930,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36235_8444,chr12,16054615,16055014,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm18114_8445,chr12,16121780,16122179,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm18114_8446,chr12,16135944,16136343,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36372_8447,chr12,16185405,16185804,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36372_8448,chr12,16210615,16211014,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm36372_8449,chr12,16276247,16276646,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36372_8450,chr12,16338862,16339261,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36372_8451,chr12,16351766,16352165,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36372_8452,chr12,16383520,16383919,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Lpin1_8453,chr12,16507203,16507602,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Lpin1_8454,chr12,16509343,16509742,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Lpin1_8455,chr12,16526598,16526997,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Lpin1_8456,chr12,16589540,16589939,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Lpin1_8457,chr12,16591467,16591866,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Greb1_8458,chr12,16753838,16754237,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Greb1_8459,chr12,16805478,16805877,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
E2f6_8460,chr12,16810850,16811249,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
E2f6_8461,chr12,16828541,16828940,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
E2f6_8462,chr12,16829757,16830156,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36495_8463,chr12,16850644,16851043,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm36495_8464,chr12,16858068,16858467,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36495_8465,chr12,16859763,16860162,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm36495_8466,chr12,16870745,16871144,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Rock2_8467,chr12,16882408,16882807,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Rock2_8468,chr12,16894688,16895087,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rock2_8469,chr12,16900990,16901389,"Intron(NM_009072.2/Rock2,intron1of32)",1stIntron,1stIntron,.
Gm22303_8470,chr12,16963379,16963778,"Intron(NM_009072.2/Rock2,intron18of32)",OtherIntron,OtherIntron,.
Pqlc3_8471,chr12,16997033,16997432,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Pqlc3_8472,chr12,17000000,17000399,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
2410004P03Rik_8473,chr12,17011413,17011812,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
