ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0090335	GO:0090335	regulation of brown fat cell differentiation	5/517	27/28891	0.000104914300014996	0.00176678251655396	0.00120468998866772	Dusp10/Fto/Pim1/Napepld/Prdm16	5
GO:0007264	GO:0007264	small GTPase mediated signal transduction	20/517	428/28891	0.00010528677380439	0.00176678251655396	0.00120468998866772	Bcar3/Eps8/Als2/Spry2/Nucb2/Rsu1/Rgl3/Rassf1/Plk2/Cdc42ep3/Itgb1/Rasgef1a/Ngfr/Dock10/Ralb/Nfix/Arhgap33/Rasgrp4/Rac1/Eps8l1	20
GO:0050919	GO:0050919	negative chemotaxis	6/517	43/28891	0.000110877167434208	0.00185370197702968	0.0012639564817841	Sema4b/Sema4a/Rtn4rl1/Sema4d/Ryk/Plxna3	6
GO:0060326	GO:0060326	cell chemotaxis	17/517	331/28891	0.000112028637789107	0.0018660415903322	0.00127237031227558	Cd74/Lgmn/Dpp4/Lgals3/Ccr7/Ccr9/Anxa1/Gpr183/P2rx4/Cklf/Cxcr4/Fcer1g/Ackr3/Adam8/Ackr2/Pf4/Rac1	17
GO:0007163	GO:0007163	establishment or maintenance of cell polarity	14/517	239/28891	0.000114575669305031	0.00189448560894839	0.00129176501657186	Ccr7/Spry2/Coro7/Ctnna1/Plekhg3/Parvb/Itgb1/Wee1/Htt/Clasp2/Apc/Prickle1/Rac1/Nek3	14
GO:0010976	GO:0010976	positive regulation of neuron projection development	14/517	239/28891	0.000114575669305031	0.00189448560894839	0.00129176501657186	Creb3l2/Grn/Xlr3b/Marcks/Eef2k/Serpine2/Clip1/Plxnb2/Tubb2b/Itgb1/Enc1/Ngfr/Nckipsd/Gprc5b	14
GO:0043524	GO:0043524	negative regulation of neuron apoptotic process	13/517	210/28891	0.000115249271063456	0.00189866864810379	0.00129461724390912	Lgmn/Grn/Adora2a/Hsph1/Jun/Clcf1/Hdgf/Ngfr/Adam8/Axl/Prkcg/Nfix/Erbb3	13
GO:0030183	GO:0030183	B cell differentiation	12/517	182/28891	0.000115898799608421	0.00190242611429969	0.00129717929207665	H2-Ab1/Dpp4/Lgals1/Lfng/Fosl2/Gpr183/Clcf1/Irf2bp2/Id2/Dock10/Zfp36l2/Il9r	12
GO:0034112	GO:0034112	positive regulation of homotypic cell-cell adhesion	4/517	15/28891	0.000118283615391566	0.00192755321255425	0.00131431233670887	Lgals1/Plaur/Il6ra/Mfsd2b	4
GO:0043558	GO:0043558	regulation of translational initiation in response to stress	4/517	15/28891	0.000118283615391566	0.00192755321255425	0.00131431233670887	Hbb-b1/Fech/Ppp1r15a/Eif2ak3	4
GO:0014706	GO:0014706	striated muscle tissue development	16/517	301/28891	0.000119294688087881	0.0019370367698874	0.00132077875035579	Parp2/Kdm6b/Tpm1/Hspg2/Itgb1/Pim1/Trip10/Id2/Smad3/Tgfbr2/Smad7/Tgfbr1/Apc/Prickle1/Erbb3/Tenm4	16
GO:0048002	GO:0048002	antigen processing and presentation of peptide antigen	8/517	83/28891	0.000121280770623157	0.00196222723510011	0.00133795500208304	H2-Ab1/H2-Aa/Cd74/H2-DMb2/Pdia3/Ifi30/H2-Eb1/Fcer1g	8
GO:0050671	GO:0050671	positive regulation of lymphocyte proliferation	12/517	183/28891	0.000122059367780951	0.00196777137915433	0.00134173530598309	Cd74/H2-DMb2/Ccr7/Cd209a/Anxa1/Pdcd1lg2/Gpr183/Clcf1/Cd40/Tnfsf9/Tgfbr2/Tlr4	12
GO:0060759	GO:0060759	regulation of response to cytokine stimulus	11/517	156/28891	0.000122563910772915	0.00196887364138412	0.00134248688930513	Cd74/Cd300lf/Irak3/Mavs/Cxcr4/Ecm1/Oas3/Axl/Tlr2/Oas1a/Tlr4	11
GO:0010543	GO:0010543	regulation of platelet activation	6/517	44/28891	0.000126459544814222	0.00201698373678989	0.00137529101191	Il6ra/Serpine2/Fcer1g/Ceacam1/Tlr4/Mfsd2b	6
GO:0032735	GO:0032735	positive regulation of interleukin-12 production	6/517	44/28891	0.000126459544814222	0.00201698373678989	0.00137529101191	Ccr7/Cd36/Cd40/Tnfsf9/Tlr2/Tlr4	6
GO:0070371	GO:0070371	ERK1 and ERK2 cascade	18/517	367/28891	0.000126899286940259	0.00201698373678989	0.00137529101191	Cd74/Bmyc/Dusp10/Trf/Jun/Gpr183/Spry2/Clcf1/Cd36/Cxcr4/Nqo2/Ceacam1/Ackr3/Akap12/Zfp36l2/Tlr2/Tlr4/Ptger4	18
GO:0071496	GO:0071496	cellular response to external stimulus	17/517	335/28891	0.000129391542545827	0.00204729186848575	0.00139595677155338	Pde2a/Pdia3/Klf10/Jun/Plin2/Dag1/Pim1/Axl/Ralb/Cdkn2b/Prkab2/Rnase4/Eif2ak3/Piezo1/Gpr155/Rac1/Ptger4	17
GO:0071887	GO:0071887	leukocyte apoptotic process	11/517	157/28891	0.000129713219846461	0.00204729186848575	0.00139595677155338	Cd74/Lgals3/Ccr7/Anxa1/Hsh2d/Pik3cd/Ripk3/Fcer1g/Adam8/Axl/Tnfrsf23	11
GO:0060348	GO:0060348	bone development	14/517	242/28891	0.000130619701334509	0.00205140238788654	0.001398759550913	Tyrobp/Fosl2/Dhrs3/Alpl/Rarg/Nab1/Hspg2/Ecm1/Tgfbr2/Sema4d/Nfix/Nab2/Mef2d/Ptger4	14
GO:0031641	GO:0031641	regulation of myelination	7/517	63/28891	0.000131337015972355	0.00205140238788654	0.001398759550913	Ctsc/Trf/Rarg/Dag1/Ngfr/Eif2ak3/Tenm4	7
GO:0032655	GO:0032655	regulation of interleukin-12 production	7/517	63/28891	0.000131337015972355	0.00205140238788654	0.001398759550913	Irak3/Ccr7/Cd36/Cd40/Tnfsf9/Tlr2/Tlr4	7
GO:0032946	GO:0032946	positive regulation of mononuclear cell proliferation	12/517	186/28891	0.000142254547273209	0.00220838242423398	0.00150579721765272	Cd74/H2-DMb2/Ccr7/Cd209a/Anxa1/Pdcd1lg2/Gpr183/Clcf1/Cd40/Tnfsf9/Tgfbr2/Tlr4	12
GO:0002758	GO:0002758	innate immune response-activating signaling pathway	14/517	244/28891	0.000142365814233958	0.00220838242423398	0.00150579721765272	Cd300lf/Irak3/Tyrobp/Tifa/Oasl1/Cd36/Mavs/Trim25/Cd40/Rnf125/Oas3/Tlr2/Oas1a/Tlr4	14
GO:0046849	GO:0046849	bone remodeling	9/517	108/28891	0.000143181715785433	0.00221343241457344	0.0015092405802329	Trf/Gpr137b/Rassf2/Ceacam1/Adrb2/Adam8/Rab3d/Rac1/Ptger4	9
GO:0032653	GO:0032653	regulation of interleukin-10 production	7/517	64/28891	0.000145218293387753	0.00223689236575832	0.00152523687183204	Tyrobp/Pdcd1lg2/Trib2/Fcer1g/Tlr2/Tlr4/Ptger4	7
GO:0048771	GO:0048771	tissue remodeling	13/517	215/28891	0.000145690375616515	0.00223689236575832	0.00152523687183204	Trf/Fosl2/Gpr137b/Rassf2/Nfatc3/Ceacam1/Adrb2/Adam8/Rab3d/Axl/Tmbim1/Rac1/Ptger4	13
GO:1903052	GO:1903052	positive regulation of proteolysis involved in protein catabolic process	10/517	133/28891	0.000146202270479051	0.00223714253878791	0.00152540745363334	Herpud1/Ctsc/Cbfa2t3/Hspa1a/Trib2/Plk2/Sh3rf1/Rnf19a/Eif2ak3/Prickle1	10
GO:0045088	GO:0045088	regulation of innate immune response	21/517	474/28891	0.000149450303923942	0.00227911713484011	0.00155402805360457	Cd74/Dpp4/Gbp7/Cd300lf/Irak3/Dusp10/Tyrobp/Grn/Tifa/Oasl1/Cd36/Mavs/Trim25/Ceacam1/Cd40/Rnf125/Oas3/Adam8/Tlr2/Oas1a/Tlr4	21
GO:0002757	GO:0002757	immune response-activating signaling pathway	20/517	440/28891	0.000152256470516749	0.00231409329263503	0.0015778767314938	Kcnn4/Lgals3/Cd300lf/Irak3/Lat2/Tyrobp/Ccr7/Fosl2/Tifa/Oasl1/Cd36/Mavs/Trim25/Fcer1g/Cd40/Rnf125/Oas3/Tlr2/Oas1a/Tlr4	20
GO:0060700	GO:0060700	regulation of ribonuclease activity	4/517	16/28891	0.000155485198348827	0.00233513672495182	0.00159222530694194	Oasl1/Oas3/Oas2/Oas1a	4
GO:0019882	GO:0019882	antigen processing and presentation	10/517	134/28891	0.000155510376684656	0.00233513672495182	0.00159222530694194	H2-Ab1/H2-Aa/Cd74/H2-DMb2/Pdia3/Ifi30/H2-Eb1/Ccr7/Fcer1g/Rab32	10
GO:0060996	GO:0060996	dendritic spine development	10/517	134/28891	0.000155510376684656	0.00233513672495182	0.00159222530694194	Grn/Xlr3b/Marcks/Eef2k/Plk2/Ngfr/Dock10/Arhgap33/Shank1/Rac1	10
GO:0060998	GO:0060998	regulation of dendritic spine development	8/517	86/28891	0.000155710268987704	0.00233513672495182	0.00159222530694194	Grn/Xlr3b/Marcks/Eef2k/Plk2/Ngfr/Shank1/Rac1	8
GO:0032615	GO:0032615	interleukin-12 production	7/517	65/28891	0.000160264575719211	0.00238757193002151	0.00162797852841053	Irak3/Ccr7/Cd36/Cd40/Tnfsf9/Tlr2/Tlr4	7
GO:0060760	GO:0060760	positive regulation of response to cytokine stimulus	7/517	65/28891	0.000160264575719211	0.00238757193002151	0.00162797852841053	Cd74/Cd300lf/Mavs/Cxcr4/Axl/Tlr2/Tlr4	7
GO:0050731	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	12/517	189/28891	0.00016524447607724	0.00244662861708936	0.00166824664234528	Cd74/Il6ra/Clcf1/Cd36/Osm/Cd40/Itgb1/Sema4d/Gprc5b/Erbb3/Tlr4/Ptger4	12
GO:0035966	GO:0035966	response to topologically incorrect protein	10/517	135/28891	0.00016531274439793	0.00244662861708936	0.00166824664234528	Herpud1/Creb3l2/Hsph1/Amfr/Sdf2l1/Derl3/Ppp1r15a/Parp8/Eif2ak3/Fbxo6	10
GO:0031032	GO:0031032	actomyosin structure organization	13/517	218/28891	0.000167090626862767	0.00246485977012591	0.00168067765031555	Cnn3/Sdc4/Rgcc/Tacstd2/Zeb2/Zyx/Tpm1/Itgb1/Smad3/Clasp2/Tgfbr1/Rac1/Ptger4	13
GO:0071560	GO:0071560	cellular response to transforming growth factor beta stimulus	14/517	248/28891	0.000168624127266003	0.00247937886149425	0.00169057756943525	Nrros/Jun/Spry2/Zeb2/Zyx/Nrep/Smad3/Tgfbr2/Cdkn2b/Zfp36l2/Runx1/Smad7/Tgfbr1/Prdm16	14
GO:0010634	GO:0010634	positive regulation of epithelial cell migration	11/517	162/28891	0.000171022666253866	0.00249836995297719	0.00170352674544815	Lgmn/Grn/Anxa1/Pik3cd/Jun/P2rx4/Plk2/Cd40/Tgfbr2/Clasp2/Rac1	11
GO:0098773	GO:0098773	skin epidermis development	11/517	162/28891	0.000171022666253866	0.00249836995297719	0.00170352674544815	Fzd6/Sfn/Edaradd/Mreg/Hpse/Runx3/Myo5a/Ngfr/Runx1/Ncor2/Apc	11
GO:0002685	GO:0002685	regulation of leukocyte migration	14/517	249/28891	0.000175807231650722	0.00255998014087535	0.00174553597740819	Cd74/Lgmn/Dpp4/Lgals3/Ccr7/Anxa1/Ripk3/P2rx4/St3gal4/Ecm1/Adam8/Tlr2/Rac1/Ptger4	14
GO:0060907	GO:0060907	positive regulation of macrophage cytokine production	5/517	30/28891	0.00017718654583224	0.00256531056049913	0.00174917055217673	Cd74/Cd36/Tlr2/Gprc5b/Tlr4	5
GO:0048738	GO:0048738	cardiac muscle tissue development	15/517	280/28891	0.000177309901390281	0.00256531056049913	0.00174917055217673	Parp2/Kdm6b/Tpm1/Hspg2/Itgb1/Pim1/Trip10/Id2/Tgfbr2/Smad7/Tgfbr1/Apc/Prickle1/Erbb3/Tenm4	15
GO:0050727	GO:0050727	regulation of inflammatory response	19/517	411/28891	0.000178444651538117	0.00257347973496185	0.00175474074692266	Pde2a/Lgals1/Dusp10/Ccr7/Ctsc/Grn/Adora2a/Anxa1/Clcf1/Fcer1g/Osm/Il10ra/Adam8/Smad3/Tlr2/Napepld/Gprc5b/Tlr4/Ptger4	19
GO:0002218	GO:0002218	activation of innate immune response	15/517	281/28891	0.000184298259503189	0.00264943421464139	0.00180653070998098	Gbp7/Cd300lf/Irak3/Tyrobp/Tifa/Oasl1/Cd36/Mavs/Trim25/Cd40/Rnf125/Oas3/Tlr2/Oas1a/Tlr4	15
GO:0006986	GO:0006986	response to unfolded protein	9/517	112/28891	0.000188886565512286	0.00270677446578559	0.00184562846301729	Herpud1/Creb3l2/Hsph1/Amfr/Derl3/Ppp1r15a/Parp8/Eif2ak3/Fbxo6	9
GO:0002833	GO:0002833	positive regulation of response to biotic stimulus	19/517	413/28891	0.00018978421284839	0.00271103144556213	0.00184853110715754	Cd74/Dpp4/Gbp7/Cd300lf/Irak3/Tyrobp/Grn/Tifa/Oasl1/Cd36/Mavs/Trim25/Cd40/Rnf125/Oas3/Adam8/Tlr2/Oas1a/Tlr4	19
GO:0009266	GO:0009266	response to temperature stimulus	11/517	164/28891	0.000190419624218688	0.00271152739344845	0.00184886927184275	Dnaja1/Hspa1a/Chordc1/Cxcr4/Osm/Adrb2/Scn2b/Ngfr/Lxn/Eif2ak3/Tlr4	11
GO:0032613	GO:0032613	interleukin-10 production	7/517	67/28891	0.000194142256278619	0.0027558432227726	0.00187908625408369	Tyrobp/Pdcd1lg2/Trib2/Fcer1g/Tlr2/Tlr4/Ptger4	7
GO:0051897	GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	12/517	193/28891	0.000200781778508302	0.00284108253624355	0.00193720713009261	Pik3cd/Spry2/P2rx4/Hpse/Osm/Itgb1/Ngfr/Adam8/Axl/Sema4d/Tgfbr1/Rac1	12
GO:0032755	GO:0032755	positive regulation of interleukin-6 production	9/517	113/28891	0.00020203533321537	0.00284108253624355	0.00193720713009261	Cd74/Tyrobp/Il6ra/Cd36/Mavs/Fcer1g/Tnfsf9/Tlr2/Tlr4	9
GO:0110020	GO:0110020	regulation of actomyosin structure organization	9/517	113/28891	0.00020203533321537	0.00284108253624355	0.00193720713009261	Sdc4/Rgcc/Tacstd2/Tpm1/Smad3/Clasp2/Tgfbr1/Rac1/Ptger4	9
GO:0002764	GO:0002764	immune response-regulating signaling pathway	20/517	450/28891	0.000204614339377816	0.00286841344084304	0.00195584285171864	Kcnn4/Lgals3/Cd300lf/Irak3/Lat2/Tyrobp/Ccr7/Fosl2/Tifa/Oasl1/Cd36/Mavs/Trim25/Fcer1g/Cd40/Rnf125/Oas3/Tlr2/Oas1a/Tlr4	20
GO:0043114	GO:0043114	regulation of vascular permeability	6/517	48/28891	0.00020696025888834	0.00289076517711993	0.00197108350113067	Adm/Pde2a/Adora2a/Zeb2/Ceacam1/Akap12	6
GO:0061448	GO:0061448	connective tissue development	16/517	316/28891	0.00020758100132638	0.00289076517711993	0.00197108350113067	Creb3l2/Fosl2/Il6ra/Fto/Rarg/Runx3/Hspg2/Ecm1/Id2/Smad3/Tgfbr2/Runx1/Eif2ak3/Smad7/Tgfbr1/Mef2d	16
GO:1903055	GO:1903055	positive regulation of extracellular matrix organization	5/517	31/28891	0.000208172800999588	0.00289076517711993	0.00197108350113067	Rgcc/Dag1/Smad3/Clasp2/Tgfbr1	5
GO:0051216	GO:0051216	cartilage development	13/517	223/28891	0.000208770369459702	0.00289076517711993	0.00197108350113067	Creb3l2/Fosl2/Rarg/Runx3/Hspg2/Ecm1/Smad3/Tgfbr2/Runx1/Eif2ak3/Smad7/Tgfbr1/Mef2d	13
GO:2000117	GO:2000117	negative regulation of cysteine-type endopeptidase activity	8/517	90/28891	0.000213760051124801	0.00295080388616928	0.00201202121193922	Herpud1/Plaur/Adora2a/Sfn/Mical1/Htt/Sh3rf1/Il9r	8
GO:1901800	GO:1901800	positive regulation of proteasomal protein catabolic process	9/517	114/28891	0.000215936120495063	0.00297175502413023	0.00202630685599347	Herpud1/Cbfa2t3/Hspa1a/Trib2/Plk2/Sh3rf1/Rnf19a/Eif2ak3/Prickle1	9
GO:0045089	GO:0045089	positive regulation of innate immune response	18/517	385/28891	0.000228509098801445	0.00313522818233959	0.00213777189216262	Cd74/Dpp4/Gbp7/Cd300lf/Irak3/Tyrobp/Tifa/Oasl1/Cd36/Mavs/Trim25/Cd40/Rnf125/Oas3/Adam8/Tlr2/Oas1a/Tlr4	18
GO:0032436	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	8/517	91/28891	0.000230749768344254	0.00315637713426049	0.00215219241671004	Herpud1/Cbfa2t3/Hspa1a/Trib2/Plk2/Sh3rf1/Rnf19a/Prickle1	8
GO:1902624	GO:1902624	positive regulation of neutrophil migration	6/517	49/28891	0.000232308998224726	0.00316810519029128	0.00216018925364636	Cd74/Ccr7/Adam8/Tlr2/Rac1/Ptger4	6
GO:1901184	GO:1901184	regulation of ERBB signaling pathway	7/517	69/28891	0.00023357739006748	0.00317580824929098	0.00216544162510245	Lgmn/Bcar3/Plaur/Spry2/Hip1/Ceacam1/Ralb	7
GO:0001776	GO:0001776	leukocyte homeostasis	10/517	141/28891	0.00023571109089754	0.00318562833626196	0.00217213750326003	Cd74/Anxa1/Pik3cd/Gpr183/Ripk3/Fcer1g/Axl/Dock10/Tnfrsf23/Sit1	10
GO:0032609	GO:0032609	type II interferon production	10/517	141/28891	0.00023571109089754	0.00318562833626196	0.00217213750326003	Ccr7/Ifnar1/Pdcd1lg2/Ripk3/Gadd45g/Runx3/Tnfsf9/Axl/Runx1/Tlr4	10
GO:0043405	GO:0043405	regulation of MAP kinase activity	12/517	197/28891	0.000242638592108425	0.00326946449187293	0.00222930162867254	Dnaja1/Irak3/Dusp10/Ccr7/Fgd2/Spry2/Zeb2/Trib2/Ceacam1/Cd40/Adam8/Tlr4	12
GO:0042129	GO:0042129	regulation of T cell proliferation	13/517	227/28891	0.00024824926457745	0.00333511065566253	0.00227406281210672	H2-Aa/Sdc4/H2-DMb2/Lgals3/Ccr7/Cd209a/Anxa1/Pdcd1lg2/Ripk3/Ceacam1/Tnfsf9/Tgfbr2/Sh3rf1	13
GO:2001267	GO:2001267	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	4/517	18/28891	0.000254098259550211	0.00340355947658651	0.00232073500210781	Plaur/Smad3/Tnfrsf23/Il9r	4
GO:0032732	GO:0032732	positive regulation of interleukin-1 production	7/517	70/28891	0.000255580742857147	0.00341328838241763	0.00232736870792369	Tyrobp/Ccr7/Ifnar1/Cd36/Smad3/Tlr2/Tlr4	7
GO:0009615	GO:0009615	response to virus	18/517	389/28891	0.000258938165109315	0.00344792589175058	0.00235098647657083	Apobec1/Gbp7/Irak3/Ddit4/Ifnar1/Aicda/Ripk3/Oasl1/Mavs/Trim25/Ifnar2/Cd40/Rnf125/Oas3/Smad3/Oas2/Bnip3/Oas1a	18
GO:0001558	GO:0001558	regulation of cell growth	20/517	459/28891	0.000264637991332486	0.00350605526482899	0.00239062229656506	Csf2rb/Sfn/Sema4b/Sema4a/Cttn/Parp2/Serpine2/Cxcr4/Ceacam1/Golga4/Trip10/Smad3/Sema4d/Clasp2/Smad7/Tgfbr1/Ryk/Plxna3/Klhl22/Il9r	20
GO:0051346	GO:0051346	negative regulation of hydrolase activity	17/517	356/28891	0.000264857076939895	0.00350605526482899	0.00239062229656506	Herpud1/Plaur/Grn/Adora2a/Anxa1/Sfn/Spry2/Mical1/Serpine2/Ppp1r15a/Htt/Ecm1/Sema4d/Lxn/Sh3rf1/Simc1/Il9r	17
GO:2001236	GO:2001236	regulation of extrinsic apoptotic signaling pathway	11/517	171/28891	0.000273656252573233	0.00361194246817419	0.00246282204531897	Pdia3/Lgals3/Cttn/Ctnna1/Runx3/Htt/Sh3rf1/Tnfrsf23/Tgfbr1/Tmbim1/Tlr4	11
GO:0070482	GO:0070482	response to oxygen levels	16/517	324/28891	0.00027460353363809	0.00361387857388436	0.00246414218922134	Dpp4/Rgcc/Bmyc/Ddit4/Cbfa2t3/Fosl2/Eif4ebp1/Parp2/Zeb2/Nfatc3/Adrb2/Slc11a2/Adam8/Smad3/Bnip3/Slc2a8	16
GO:1905039	GO:1905039	carboxylic acid transmembrane transport	10/517	144/28891	0.00027940362090288	0.00366223330858177	0.00249711312041907	Emb/Slc19a1/Acsl1/Cd36/Slc25a15/Mpc2/Itgb1/Slc7a6/Slc16a1/Slc6a9	10
GO:0010959	GO:0010959	regulation of metal ion transport	20/517	461/28891	0.000279900419020981	0.00366223330858177	0.00249711312041907	Stac2/Cd63/Lgals3/Trf/Adora2a/Tspan13/P2rx4/Wwp2/Ehd3/Kcnab2/Serpine2/Cxcr4/Nfatc3/Adrb2/Scn2b/Myo5a/Itgb1/Htt/Glrx/Gsto1	20
GO:0048841	GO:0048841	regulation of axon extension involved in axon guidance	5/517	33/28891	0.000282347780901621	0.00368357769650265	0.00251166690403511	Sema4b/Sema4a/Sema4d/Ryk/Plxna3	5
GO:2000146	GO:2000146	negative regulation of cell motility	16/517	326/28891	0.000294027388792483	0.00382489807783651	0.0026080269523107	Cd74/Dpp4/Cd63/Rgcc/Dusp10/Tacstd2/Ctnna1/Zeb2/Tpm1/Dag1/Ngfr/Tbxa2r/Clasp2/Jup/Rac1/Ptger4	16
GO:1903825	GO:1903825	organic acid transmembrane transport	10/517	145/28891	0.000295393060641901	0.00383031169541212	0.00261171825604203	Emb/Slc19a1/Acsl1/Cd36/Slc25a15/Mpc2/Itgb1/Slc7a6/Slc16a1/Slc6a9	10
GO:0032868	GO:0032868	response to insulin	14/517	262/28891	0.000296140625099431	0.00383031169541212	0.00261171825604203	Bcar3/Ggh/Marcks/Eif4ebp1/Nucb2/Zbed3/Ptpre/Ceacam1/Myo5a/Ptpra/Pid1/Tbc1d4/Apc/Slc2a8	14
GO:0001942	GO:0001942	hair follicle development	9/517	119/28891	0.00029791644598243	0.00384227096332768	0.00261987274602293	Fzd6/Edaradd/Mreg/Hpse/Runx3/Myo5a/Ngfr/Runx1/Apc	9
GO:0006644	GO:0006644	phospholipid metabolic process	17/517	360/28891	0.000301396394906006	0.00386984948721613	0.00263867730816873	Plbd1/Pitpnc1/Dgke/Pik3cd/Cish/Pip5k1c/Samd8/Dgkh/Lpcat4/Capn2/Hexb/Ocrl/Acp6/Napepld/Scarb1/Lpcat2/Impa2	17
GO:0032675	GO:0032675	regulation of interleukin-6 production	11/517	173/28891	0.000302424894745109	0.00386984948721613	0.00263867730816873	Cd74/Irak3/Tyrobp/Il6ra/Cd36/Mavs/Capn2/Fcer1g/Tnfsf9/Tlr2/Tlr4	11
GO:0016358	GO:0016358	dendrite development	16/517	327/28891	0.000304176995178203	0.00386984948721613	0.00263867730816873	Grn/Xlr3b/Marcks/Eef2k/Clip1/Plk2/Trak1/Slc11a2/Itgb1/Ngfr/Dock10/Sema4d/Arhgap33/Shank1/Prickle1/Rac1	16
GO:0032608	GO:0032608	interferon-beta production	7/517	72/28891	0.00030458658090441	0.00386984948721613	0.00263867730816873	Ifnar1/Mavs/Oas3/Oas2/Tlr2/Oas1a/Tlr4	7
GO:0032648	GO:0032648	regulation of interferon-beta production	7/517	72/28891	0.00030458658090441	0.00386984948721613	0.00263867730816873	Ifnar1/Mavs/Oas3/Oas2/Tlr2/Oas1a/Tlr4	7
GO:0050821	GO:0050821	protein stabilization	12/517	202/28891	0.000305198586054263	0.00386984948721613	0.00263867730816873	Cd74/Ifi30/Tyrobp/Grn/Zbed3/Rassf2/Rassf1/Hip1/Pim1/Smad3/Smad7/Ncor2	12
GO:0032651	GO:0032651	regulation of interleukin-1 beta production	8/517	95/28891	0.000310147558545991	0.00389973838238608	0.00265905720917308	Tyrobp/Ccr7/Ifnar1/Cd36/Smad3/S1pr3/Tlr2/Tlr4	8
GO:0045670	GO:0045670	regulation of osteoclast differentiation	8/517	95/28891	0.000310147558545991	0.00389973838238608	0.00265905720917308	Klf10/Tyrobp/Gpr137b/Rassf2/Ceacam1/Pira2/Adam8/Apc	8
GO:0140747	GO:0140747	regulation of ncRNA transcription	8/517	95/28891	0.000310147558545991	0.00389973838238608	0.00265905720917308	Bmyc/Jun/Nfatc3/Ngfr/Smad3/Tgfbr1/Ncor2/Mepce	8
GO:0046634	GO:0046634	regulation of alpha-beta T cell activation	10/517	146/28891	0.000312139953144228	0.00391388819025846	0.00266870533039101	H2-Ab1/Ccr7/Adora2a/Anxa1/Hsph1/Runx3/Tgfbr2/Sh3rf1/Runx1/Smad7	10
GO:0019932	GO:0019932	second-messenger-mediated signaling	16/517	328/28891	0.000314627985140107	0.00392328929536587	0.00267511552355241	Pde2a/Lat2/Ccr7/Ccr9/P2rx4/Nucb2/Cd36/Cxcr4/Nfatc3/Ackr3/Htt/Tbxa2r/Ackr2/Eif2ak3/Erbb3/Ptger4	16
GO:0051607	GO:0051607	defense response to virus	16/517	328/28891	0.000314627985140107	0.00392328929536587	0.00267511552355241	Apobec1/Gbp7/Ddit4/Ifnar1/Aicda/Ripk3/Oasl1/Mavs/Trim25/Ifnar2/Cd40/Rnf125/Oas3/Oas2/Bnip3/Oas1a	16
GO:0002221	GO:0002221	pattern recognition receptor signaling pathway	13/517	233/28891	0.000319365173453848	0.00396614039406821	0.00270433377148414	Cd300lf/Irak3/Tifa/Oasl1/Cd36/Mavs/Trim25/Cd40/Rnf125/Oas3/Tlr2/Oas1a/Tlr4	13
GO:0044403	GO:0044403	biological process involved in symbiotic interaction	14/517	264/28891	0.000319821688843781	0.00396614039406821	0.00270433377148414	Cd74/Ciita/Lgals1/Gbp7/Ctsb/Cd209a/Jun/Trim25/Paip1/Zdhhc8/Axl/Nbn/Napepld/Scarb1	14
GO:0046942	GO:0046942	carboxylic acid transport	17/517	362/28891	0.000321251360194108	0.00397295517785261	0.00270898046779401	Emb/Adora2a/Anxa1/Kmo/Slc19a1/Acsl1/Plin2/Cd36/Ceacam1/Slc25a15/Mpc2/Apba1/Itgb1/Slc7a6/Sfxn5/Slc16a1/Slc6a9	17
GO:0010762	GO:0010762	regulation of fibroblast migration	6/517	52/28891	0.000323261721986958	0.00398689457117248	0.00271848511673818	Sdc4/Zeb2/Itgb1/Akap12/Apc/Rac1	6
GO:0140546	GO:0140546	defense response to symbiont	16/517	329/28891	0.000325387724151198	0.00400218034555452	0.00272890780271935	Apobec1/Gbp7/Ddit4/Ifnar1/Aicda/Ripk3/Oasl1/Mavs/Trim25/Ifnar2/Cd40/Rnf125/Oas3/Oas2/Bnip3/Oas1a	16
GO:1902893	GO:1902893	regulation of miRNA transcription	7/517	73/28891	0.000331768377588766	0.00406957189248829	0.00277485908486714	Bmyc/Jun/Nfatc3/Ngfr/Smad3/Tgfbr1/Ncor2	7
GO:0001935	GO:0001935	endothelial cell proliferation	11/517	175/28891	0.000333699614437048	0.00408216818311337	0.00278344793214642	Rgcc/Pik3cd/Jun/Zeb2/Hspg2/Ecm1/Ngfr/Prkx/Tgfbr1/Scarb1/Apc	11
GO:0015849	GO:0015849	organic acid transport	17/517	364/28891	0.000342229915367183	0.00417520496747963	0.002846885554861	Emb/Adora2a/Anxa1/Kmo/Slc19a1/Acsl1/Plin2/Cd36/Ceacam1/Slc25a15/Mpc2/Apba1/Itgb1/Slc7a6/Sfxn5/Slc16a1/Slc6a9	17
GO:0048705	GO:0048705	skeletal system morphogenesis	14/517	266/28891	0.000345106694250642	0.00418766563937473	0.00285538192979309	Fosl2/Dhrs3/Sgpl1/Alpl/Rarg/Nab1/Hspg2/Smad3/Tgfbr2/Nfix/Tgfbr1/Nab2/Ryk/Mef2d	14
