category	subcategory	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
mmu04510	Cellular Processes	Cellular community - eukaryotes	mmu04510	Focal adhesion - Mus musculus (house mouse)	7/224	202/9478	0.201626349795246	0.507666345020174	0.456691262224195	Vcl/Pik3r1/Rapgef1/Bad/Lamb3/Vav3/Igf1r	7
mmu00040	Metabolism	Carbohydrate metabolism	mmu00040	Pentose and glucuronate interconversions - Mus musculus (house mouse)	2/224	36/9478	0.208783646534955	0.516464809849625	0.464606267912503	Fggy/Dcxr	2
mmu00051	Metabolism	Carbohydrate metabolism	mmu00051	Fructose and mannose metabolism - Mus musculus (house mouse)	2/224	36/9478	0.208783646534955	0.516464809849625	0.464606267912503	Aldoc/Tkfc	2
mmu04728	Organismal Systems	Nervous system	mmu04728	Dopaminergic synapse - Mus musculus (house mouse)	5/224	135/9478	0.21489094589621	0.526949971675923	0.474038608338549	Kcnj5/Gng3/Ppp3cc/Gnal/Creb5	5
mmu05211	Human Diseases	Cancer: specific types	mmu05211	Renal cell carcinoma - Mus musculus (house mouse)	3/224	68/9478	0.216843142775689	0.527153157437452	0.474221392095655	Pik3r1/Rapgef1/Bad	3
mmu04925	Organismal Systems	Endocrine system	mmu04925	Aldosterone synthesis and secretion - Mus musculus (house mouse)	4/224	102/9478	0.221300956570527	0.530306762414009	0.477058341701293	Kcnj5/Cyp11a1/Cacna1s/Creb5	4
mmu04022	Environmental Information Processing	Signal transduction	mmu04022	cGMP-PKG signaling pathway - Mus musculus (house mouse)	6/224	172/9478	0.221901411222883	0.530306762414009	0.477058341701293	Ppp3cc/Kcnmb3/Bad/Cacna1s/Creb5/Pik3cg	6
mmu01250	Metabolism	Global and overview maps	mmu01250	Biosynthesis of nucleotide sugars - Mus musculus (house mouse)	2/224	38/9478	0.226253156872899	0.531694918651314	0.478307112336568	Pgm2/Galk1	2
mmu04960	Organismal Systems	Excretory system	mmu04960	Aldosterone-regulated sodium reabsorption - Mus musculus (house mouse)	2/224	38/9478	0.226253156872899	0.531694918651314	0.478307112336568	Kcnj1/Pik3r1	2
mmu05022	Human Diseases	Neurodegenerative disease	mmu05022	Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse)	14/224	473/9478	0.228821572960872	0.532170759433879	0.47873517366019	Cybb/Ndufv1/Map3k5/Frat1/Ppp3cc/Nfkb1/Bad/Bcl2l1/Cacna1s/Casp3/Dlg4/Ryr1/Dnah17/App	14
mmu00920	Metabolism	Energy metabolism	mmu00920	Sulfur metabolism - Mus musculus (house mouse)	1/224	11/9478	0.231436685731702	0.532170759433879	0.47873517366019	Suox	1
mmu04910	Organismal Systems	Endocrine system	mmu04910	Insulin signaling pathway - Mus musculus (house mouse)	5/224	139/9478	0.232117033370096	0.532170759433879	0.47873517366019	Pik3r1/Rapgef1/Bad/Sorbs1/Pygl	5
mmu05171	Human Diseases	Infectious disease: viral	mmu05171	Coronavirus disease - COVID-19 - Mus musculus (house mouse)	8/224	249/9478	0.236420527798984	0.53716300740825	0.48322614701526	Stat1/Cybb/Pik3r1/Nfkb1/Il6st/Tlr8/Cfb/Isg15	8
mmu04920	Organismal Systems	Endocrine system	mmu04920	Adipocytokine signaling pathway - Mus musculus (house mouse)	3/224	72/9478	0.241913836669673	0.53716300740825	0.48322614701526	Nfkb1/Cpt1a/Cpt1c	3
mmu04927	Organismal Systems	Endocrine system	mmu04927	Cortisol synthesis and secretion - Mus musculus (house mouse)	3/224	72/9478	0.241913836669673	0.53716300740825	0.48322614701526	Cyp11a1/Cacna1s/Creb5	3
mmu05223	Human Diseases	Cancer: specific types	mmu05223	Non-small cell lung cancer - Mus musculus (house mouse)	3/224	72/9478	0.241913836669673	0.53716300740825	0.48322614701526	Pik3r1/Bad/Cdk6	3
mmu04216	Cellular Processes	Cell growth and death	mmu04216	Ferroptosis - Mus musculus (house mouse)	2/224	40/9478	0.243823558638046	0.537173777624444	0.483235835787574	Cybb/Steap3	2
mmu05163	Human Diseases	Infectious disease: viral	mmu05163	Human cytomegalovirus infection - Mus musculus (house mouse)	8/224	253/9478	0.249512709997424	0.545446389296694	0.490677789550218	Gng3/Pik3r1/Ppp3cc/Nfkb1/Arhgef12/Casp3/Creb5/Cdk6	8
mmu03440	Genetic Information Processing	Replication and repair	mmu03440	Homologous recombination - Mus musculus (house mouse)	2/224	41/9478	0.25263164619277	0.548016340202777	0.492989690141356	Pold4/Bard1	2
mmu05214	Human Diseases	Cancer: specific types	mmu05214	Glioma - Mus musculus (house mouse)	3/224	74/9478	0.254625910120631	0.548126004992503	0.49308834342364	Pik3r1/Cdk6/Igf1r	3
mmu04360	Organismal Systems	Development and regeneration	mmu04360	Axon guidance - Mus musculus (house mouse)	6/224	181/9478	0.256976896638108	0.548996097363231	0.493871069296524	Pik3r1/Ppp3cc/Robo1/Arhgef12/Neo1/Rgs3	6
mmu05100	Human Diseases	Infectious disease: bacterial	mmu05100	Bacterial invasion of epithelial cells - Mus musculus (house mouse)	3/224	76/9478	0.267430353511809	0.567032779626543	0.510096677454262	Vcl/Pik3r1/Elmo3	3
mmu05208	Human Diseases	Cancer: overview	mmu05208	Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse)	7/224	224/9478	0.279256186170678	0.587688391792023	0.528678247188793	Ndufv1/Pik3r1/Map3k5/As3mt/Nfkb1/Bad/Gstt1	7
mmu00533	Metabolism	Glycan biosynthesis and metabolism	mmu00533	Glycosaminoglycan biosynthesis - keratan sulfate - Mus musculus (house mouse)	1/224	14/9478	0.284716770990785	0.594741699402973	0.535023327943698	Fut8	1
mmu04921	Organismal Systems	Endocrine system	mmu04921	Oxytocin signaling pathway - Mus musculus (house mouse)	5/224	153/9478	0.295070603818947	0.611837575565757	0.550402596906859	Kcnj5/Ppp3cc/Cacna1s/Ryr1/Pik3cg	5
mmu04935	Organismal Systems	Endocrine system	mmu04935	Growth hormone synthesis, secretion and action - Mus musculus (house mouse)	4/224	117/9478	0.299314560715439	0.61405271113587	0.552395309383146	Stat1/Pik3r1/Cacna1s/Creb5	4
mmu04144	Cellular Processes	Transport and catabolism	mmu04144	Endocytosis - Mus musculus (house mouse)	8/224	268/9478	0.300493879917553	0.61405271113587	0.552395309383146	Ehd1/Epn2/Arf2/Il2rb/Vps26b/Il2ra/Igf1r/Grk5	8
mmu04261	Organismal Systems	Circulatory system	mmu04261	Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse)	5/224	156/9478	0.30895581705238	0.626290766688508	0.563404534423033	Myl4/Cacna1s/Creb5/Pik3cg/Rapgef4	5
mmu04390	Environmental Information Processing	Signal transduction	mmu04390	Hippo signaling pathway - Mus musculus (house mouse)	5/224	157/9478	0.313605715502532	0.626290766688508	0.563404534423033	Stk3/Dlg1/Rassf6/Dlg4/Birc5	5
mmu04932	Human Diseases	Endocrine and metabolic disease	mmu04932	Non-alcoholic fatty liver disease - Mus musculus (house mouse)	5/224	157/9478	0.313605715502532	0.626290766688508	0.563404534423033	Ndufv1/Pik3r1/Map3k5/Nfkb1/Casp3	5
mmu04919	Organismal Systems	Endocrine system	mmu04919	Thyroid hormone signaling pathway - Mus musculus (house mouse)	4/224	120/9478	0.31536627258783	0.626290766688508	0.563404534423033	Stat1/Pik3r1/Bad/Med13	4
mmu04979	Organismal Systems	Digestive system	mmu04979	Cholesterol metabolism - Mus musculus (house mouse)	2/224	50/9478	0.331673251022082	0.650192033295149	0.584905860485745	Apoe/Soat2	2
mmu00450	Metabolism	Metabolism of other amino acids	mmu00450	Selenocompound metabolism - Mus musculus (house mouse)	1/224	17/9478	0.33431859868013	0.650192033295149	0.584905860485745	Scly	1
mmu00910	Metabolism	Energy metabolism	mmu00910	Nitrogen metabolism - Mus musculus (house mouse)	1/224	17/9478	0.33431859868013	0.650192033295149	0.584905860485745	Car2	1
mmu04260	Organismal Systems	Circulatory system	mmu04260	Cardiac muscle contraction - Mus musculus (house mouse)	3/224	87/9478	0.338721790529776	0.652916269923217	0.587356554876802	Myl4/Cacna1s/Asph	3
mmu00520	Metabolism	Carbohydrate metabolism	mmu00520	Amino sugar and nucleotide sugar metabolism - Mus musculus (house mouse)	2/224	51/9478	0.34034997049189	0.652916269923217	0.587356554876802	Pgm2/Galk1	2
mmu04071	Environmental Information Processing	Signal transduction	mmu04071	Sphingolipid signaling pathway - Mus musculus (house mouse)	4/224	126/9478	0.347660834068993	0.662434832482811	0.595919352849412	Pik3r1/Map3k5/Nfkb1/Cers4	4
mmu00983	Metabolism	Xenobiotics biodegradation and metabolism	mmu00983	Drug metabolism - other enzymes - Mus musculus (house mouse)	3/224	90/9478	0.358195411928858	0.673885716055026	0.606220446320498	Xdh/Nme7/Gstt1	3
mmu05150	Human Diseases	Infectious disease: bacterial	mmu05150	Staphylococcus aureus infection - Mus musculus (house mouse)	4/224	128/9478	0.35844984896544	0.673885716055026	0.606220446320498	Krt18/Il10/Fcgr4/Cfb	4
mmu04926	Organismal Systems	Endocrine system	mmu04926	Relaxin signaling pathway - Mus musculus (house mouse)	4/224	129/9478	0.363844111515347	0.679496949982304	0.611268252876952	Gng3/Pik3r1/Nfkb1/Creb5	4
mmu01522	Human Diseases	Drug resistance: antineoplastic	mmu01522	Endocrine resistance - Mus musculus (house mouse)	3/224	93/9478	0.377590596366731	0.69595129526417	0.626070407460489	Pik3r1/Bad/Igf1r	3
mmu04657	Organismal Systems	Immune system	mmu04657	IL-17 signaling pathway - Mus musculus (house mouse)	3/224	93/9478	0.377590596366731	0.69595129526417	0.626070407460489	Nfkb1/Casp3/Il17rb	3
mmu04610	Organismal Systems	Immune system	mmu04610	Complement and coagulation cascades - Mus musculus (house mouse)	3/224	94/9478	0.384030769644861	0.70117205784774	0.630766950135519	F12/Cd59a/Cfb	3
mmu04915	Organismal Systems	Endocrine system	mmu04915	Estrogen signaling pathway - Mus musculus (house mouse)	4/224	133/9478	0.385395989242552	0.70117205784774	0.630766950135519	Krt18/Kcnj5/Pik3r1/Creb5	4
mmu03420	Genetic Information Processing	Replication and repair	mmu03420	Nucleotide excision repair - Mus musculus (house mouse)	2/224	57/9478	0.391571833891602	0.703123940574207	0.632522843144396	Pold4/Ercc8	2
mmu04015	Environmental Information Processing	Signal transduction	mmu04015	Rap1 signaling pathway - Mus musculus (house mouse)	6/224	214/9478	0.39432169373851	0.703123940574207	0.632522843144396	Pik3r1/Rapgef1/Rasgrp3/Vav3/Igf1r/Rapgef4	6
mmu00532	Metabolism	Glycan biosynthesis and metabolism	mmu00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Mus musculus (house mouse)	1/224	21/9478	0.395167183012542	0.703123940574207	0.632522843144396	Chst3	1
mmu05213	Human Diseases	Cancer: specific types	mmu05213	Endometrial cancer - Mus musculus (house mouse)	2/224	58/9478	0.399943059851105	0.703123940574207	0.632522843144396	Pik3r1/Bad	2
mmu04621	Organismal Systems	Immune system	mmu04621	NOD-like receptor signaling pathway - Mus musculus (house mouse)	6/224	216/9478	0.402807428768308	0.703123940574207	0.632522843144396	Stat1/Cybb/Irf7/Ifi204/Nfkb1/Bcl2l1	6
mmu04371	Environmental Information Processing	Signal transduction	mmu04371	Apelin signaling pathway - Mus musculus (house mouse)	4/224	137/9478	0.406861372839715	0.703123940574207	0.632522843144396	Gng3/Myl4/Ryr1/Pik3cg	4
mmu03430	Genetic Information Processing	Replication and repair	mmu03430	Mismatch repair - Mus musculus (house mouse)	1/224	22/9478	0.409493348921941	0.703123940574207	0.632522843144396	Pold4	1
mmu04964	Organismal Systems	Excretory system	mmu04964	Proximal tubule bicarbonate reclamation - Mus musculus (house mouse)	1/224	22/9478	0.409493348921941	0.703123940574207	0.632522843144396	Car2	1
mmu04137	Cellular Processes	Transport and catabolism	mmu04137	Mitophagy - animal - Mus musculus (house mouse)	3/224	99/9478	0.415978837276067	0.703123940574207	0.632522843144396	Rabgef1/Bcl2l1/Nbr1	3
mmu04730	Organismal Systems	Nervous system	mmu04730	Long-term depression - Mus musculus (house mouse)	2/224	60/9478	0.416521737344277	0.703123940574207	0.632522843144396	Ryr1/Igf1r	2
mmu05330	Human Diseases	Immune disease	mmu05330	Allograft rejection - Mus musculus (house mouse)	2/224	60/9478	0.416521737344277	0.703123940574207	0.632522843144396	Cd86/Il10	2
mmu04550	Cellular Processes	Cellular community - eukaryotes	mmu04550	Signaling pathways regulating pluripotency of stem cells - Mus musculus (house mouse)	4/224	140/9478	0.422868550002621	0.703123940574207	0.632522843144396	Pik3r1/Id3/Il6st/Igf1r	4
mmu00515	Metabolism	Glycan biosynthesis and metabolism	mmu00515	Mannose type O-glycan biosynthesis - Mus musculus (house mouse)	1/224	23/9478	0.423481662145448	0.703123940574207	0.632522843144396	Pomgnt1	1
mmu03250	Genetic Information Processing	Information processing in viruses	mmu03250	Viral life cycle - HIV-1 - Mus musculus (house mouse)	2/224	61/9478	0.424725056869661	0.703123940574207	0.632522843144396	Mllt3/Serinc5	2
mmu04213	Organismal Systems	Aging	mmu04213	Longevity regulating pathway - multiple species - Mus musculus (house mouse)	2/224	61/9478	0.424725056869661	0.703123940574207	0.632522843144396	Pik3r1/Igf1r	2
mmu04218	Cellular Processes	Cell growth and death	mmu04218	Cellular senescence - Mus musculus (house mouse)	5/224	181/9478	0.426362389497125	0.703123940574207	0.632522843144396	Pik3r1/Ppp3cc/Nfkb1/Cdk6/Ccnb2	5
mmu04913	Organismal Systems	Endocrine system	mmu04913	Ovarian steroidogenesis - Mus musculus (house mouse)	2/224	63/9478	0.440950271783066	0.718138313069238	0.646029613474006	Cyp11a1/Igf1r	2
mmu04270	Organismal Systems	Circulatory system	mmu04270	Vascular smooth muscle contraction - Mus musculus (house mouse)	4/224	144/9478	0.444045510694453	0.718138313069238	0.646029613474006	Kcnmb3/Calcrl/Cacna1s/Arhgef12	4
mmu05310	Human Diseases	Immune disease	mmu05310	Asthma - Mus musculus (house mouse)	1/224	25/9478	0.450476275736465	0.718138313069238	0.646029613474006	Il10	1
mmu04064	Environmental Information Processing	Signal transduction	mmu04064	NF-kappa B signaling pathway - Mus musculus (house mouse)	3/224	106/9478	0.459761014752432	0.718138313069238	0.646029613474006	Lck/Nfkb1/Bcl2l1	3
mmu05224	Human Diseases	Cancer: specific types	mmu05224	Breast cancer - Mus musculus (house mouse)	4/224	147/9478	0.459776281543207	0.718138313069238	0.646029613474006	Pik3r1/Frat1/Cdk6/Igf1r	4
mmu05418	Human Diseases	Cardiovascular disease	mmu05418	Fluid shear stress and atherosclerosis - Mus musculus (house mouse)	4/224	147/9478	0.459776281543207	0.718138313069238	0.646029613474006	Pik3r1/Map3k5/Nfkb1/Gstt1	4
mmu00563	Metabolism	Glycan biosynthesis and metabolism	mmu00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Mus musculus (house mouse)	1/224	26/9478	0.463497889428947	0.718138313069238	0.646029613474006	Mppe1	1
mmu04977	Organismal Systems	Digestive system	mmu04977	Vitamin digestion and absorption - Mus musculus (house mouse)	1/224	26/9478	0.463497889428947	0.718138313069238	0.646029613474006	Slc52a3	1
mmu04664	Organismal Systems	Immune system	mmu04664	Fc epsilon RI signaling pathway - Mus musculus (house mouse)	2/224	66/9478	0.46480990075102	0.718138313069238	0.646029613474006	Pik3r1/Vav3	2
mmu04120	Genetic Information Processing	Folding, sorting and degradation	mmu04120	Ubiquitin mediated proteolysis - Mus musculus (house mouse)	4/224	148/9478	0.464986995681653	0.718138313069238	0.646029613474006	Rhobtb1/Mid1/Ercc8/Herc3	4
mmu04072	Environmental Information Processing	Signal transduction	mmu04072	Phospholipase D signaling pathway - Mus musculus (house mouse)	4/224	149/9478	0.470180107747723	0.718138313069238	0.646029613474006	Pik3r1/Arf2/Pik3cg/Rapgef4	4
mmu04723	Organismal Systems	Nervous system	mmu04723	Retrograde endocannabinoid signaling - Mus musculus (house mouse)	4/224	149/9478	0.470180107747723	0.718138313069238	0.646029613474006	Kcnj5/Gng3/Ndufv1/Cacna1s	4
mmu04928	Organismal Systems	Endocrine system	mmu04928	Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)	3/224	108/9478	0.472019220404232	0.718138313069238	0.646029613474006	Pde4b/Creb5/Gata3	3
mmu00010	Metabolism	Carbohydrate metabolism	mmu00010	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)	2/224	67/9478	0.472629789663832	0.718138313069238	0.646029613474006	Aldoc/Pgm2	2
mmu00601	Metabolism	Glycan biosynthesis and metabolism	mmu00601	Glycosphingolipid biosynthesis - lacto and neolacto series - Mus musculus (house mouse)	1/224	27/9478	0.476212285616835	0.718138313069238	0.646029613474006	St3gal6	1
mmu04966	Organismal Systems	Excretory system	mmu04966	Collecting duct acid secretion - Mus musculus (house mouse)	1/224	27/9478	0.476212285616835	0.718138313069238	0.646029613474006	Car2	1
mmu05031	Human Diseases	Substance dependence	mmu05031	Amphetamine addiction - Mus musculus (house mouse)	2/224	69/9478	0.488062105990273	0.728219650207709	0.655098677491817	Ppp3cc/Creb5	2
mmu05230	Human Diseases	Cancer: overview	mmu05230	Central carbon metabolism in cancer - Mus musculus (house mouse)	2/224	69/9478	0.488062105990273	0.728219650207709	0.655098677491817	Pik3r1/Slc16a3	2
mmu01523	Human Diseases	Drug resistance: antineoplastic	mmu01523	Antifolate resistance - Mus musculus (house mouse)	1/224	29/9478	0.50074812235205	0.743215634227779	0.668588905744288	Nfkb1	1
mmu04724	Organismal Systems	Nervous system	mmu04724	Glutamatergic synapse - Mus musculus (house mouse)	3/224	114/9478	0.508008800308093	0.746663252408321	0.671690346511405	Gng3/Ppp3cc/Dlg4	3
mmu00562	Metabolism	Carbohydrate metabolism	mmu00562	Inositol phosphate metabolism - Mus musculus (house mouse)	2/224	72/9478	0.510676375902923	0.746663252408321	0.671690346511405	Inpp5k/Pik3cg	2
mmu04150	Environmental Information Processing	Signal transduction	mmu04150	mTOR signaling pathway - Mus musculus (house mouse)	4/224	157/9478	0.511014211754631	0.746663252408321	0.671690346511405	Lpin2/Pik3r1/Strada/Igf1r	4
mmu04918	Organismal Systems	Endocrine system	mmu04918	Thyroid hormone synthesis - Mus musculus (house mouse)	2/224	74/9478	0.525386315327642	0.751727719486932	0.676246287407057	Tg/Creb5	2
mmu05205	Human Diseases	Cancer: overview	mmu05205	Proteoglycans in cancer - Mus musculus (house mouse)	5/224	203/9478	0.526595048776568	0.751727719486932	0.676246287407057	Pik3r1/Arhgef12/Casp3/Vav3/Igf1r	5
mmu04971	Organismal Systems	Digestive system	mmu04971	Gastric acid secretion - Mus musculus (house mouse)	2/224	75/9478	0.53262928987246	0.751727719486932	0.676246287407057	Car2/Kcnj1	2
mmu00410	Metabolism	Metabolism of other amino acids	mmu00410	beta-Alanine metabolism - Mus musculus (house mouse)	1/224	32/9478	0.535422753434919	0.751727719486932	0.676246287407057	Carns1	1
mmu00512	Metabolism	Glycan biosynthesis and metabolism	mmu00512	Mucin type O-glycan biosynthesis - Mus musculus (house mouse)	1/224	32/9478	0.535422753434919	0.751727719486932	0.676246287407057	Galnt6	1
mmu00630	Metabolism	Carbohydrate metabolism	mmu00630	Glyoxylate and dicarboxylate metabolism - Mus musculus (house mouse)	1/224	32/9478	0.535422753434919	0.751727719486932	0.676246287407057	Afmid	1
mmu04136	Cellular Processes	Transport and catabolism	mmu04136	Autophagy - other - Mus musculus (house mouse)	1/224	32/9478	0.535422753434919	0.751727719486932	0.676246287407057	Atg10	1
mmu04934	Human Diseases	Endocrine and metabolic disease	mmu04934	Cushing syndrome - Mus musculus (house mouse)	4/224	162/9478	0.535805927719409	0.751727719486932	0.676246287407057	Cyp11a1/Cacna1s/Creb5/Cdk6	4
mmu04924	Organismal Systems	Endocrine system	mmu04924	Renin secretion - Mus musculus (house mouse)	2/224	76/9478	0.539796828693018	0.753577750947679	0.677910556097016	Ppp3cc/Cacna1s	2
mmu05132	Human Diseases	Infectious disease: bacterial	mmu05132	Salmonella infection - Mus musculus (house mouse)	6/224	251/9478	0.547164714327572	0.754322632792252	0.678580643907923	Nfkb1/Casp3/Dync2li1/Arf2/Dynll2/Pik3cg	6
mmu01200	Metabolism	Global and overview maps	mmu01200	Carbon metabolism - Mus musculus (house mouse)	3/224	121/9478	0.548332609014208	0.754322632792252	0.678580643907923	Aldoc/Tkfc/Pcx	3
mmu04613	Organismal Systems	Immune system	mmu04613	Neutrophil extracellular trap formation - Mus musculus (house mouse)	5/224	208/9478	0.548355105398623	0.754322632792252	0.678580643907923	Cybb/Pik3r1/Fcgr4/Nfkb1/Tlr8	5
mmu04020	Environmental Information Processing	Signal transduction	mmu04020	Calcium signaling pathway - Mus musculus (house mouse)	6/224	253/9478	0.554995281053852	0.755429694439507	0.679576544829866	Ppp3cc/Gnal/Cacna1s/Asph/Ryr1/Mcoln3	6
mmu01040	Metabolism	Lipid metabolism	mmu01040	Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse)	1/224	34/9478	0.557196370366729	0.755429694439507	0.679576544829866	Scd2	1
mmu04710	Organismal Systems	Environmental adaptation	mmu04710	Circadian rhythm - Mus musculus (house mouse)	1/224	34/9478	0.557196370366729	0.755429694439507	0.679576544829866	Per2	1
mmu01230	Metabolism	Global and overview maps	mmu01230	Biosynthesis of amino acids - Mus musculus (house mouse)	2/224	79/9478	0.560842218097657	0.75673447609349	0.680750312573838	Aldoc/Pcx	2
mmu04611	Organismal Systems	Immune system	mmu04611	Platelet activation - Mus musculus (house mouse)	3/224	125/9478	0.570492766496372	0.766090286437985	0.689166700379076	Pik3r1/Arhgef12/Pik3cg	3
mmu05206	Human Diseases	Cancer: overview	mmu05206	MicroRNAs in cancer - Mus musculus (house mouse)	7/224	303/9478	0.578739120141818	0.769902469460325	0.692596099813133	Pik3r1/Cdc25b/Nfkb1/Casp3/Cdk6/Ezh2/Fscn1	7
mmu04141	Genetic Information Processing	Folding, sorting and degradation	mmu04141	Protein processing in endoplasmic reticulum - Mus musculus (house mouse)	4/224	171/9478	0.578791927395706	0.769902469460325	0.692596099813133	Sec24d/Erp29/Man1a/Map3k5	4
mmu03083	Genetic Information Processing	Chromosome	mmu03083	Polycomb repressive complex - Mus musculus (house mouse)	2/224	83/9478	0.587823801288551	0.778245596072166	0.700101488067906	Ezh2/Aurkb	2
mmu04012	Environmental Information Processing	Signal transduction	mmu04012	ErbB signaling pathway - Mus musculus (house mouse)	2/224	84/9478	0.594375215572193	0.783242106501675	0.704596295882433	Pik3r1/Bad	2
mmu04217	Cellular Processes	Cell growth and death	mmu04217	Necroptosis - Mus musculus (house mouse)	4/224	175/9478	0.597160034917675	0.783251766729229	0.704604986120733	Stat1/Cybb/Zbp1/Pygl	4
mmu00250	Metabolism	Amino acid metabolism	mmu00250	Alanine, aspartate and glutamate metabolism - Mus musculus (house mouse)	1/224	39/9478	0.607287514166961	0.789193912419737	0.709950477391402	Asrgl1	1
mmu05143	Human Diseases	Infectious disease: parasitic	mmu05143	African trypanosomiasis - Mus musculus (house mouse)	1/224	39/9478	0.607287514166961	0.789193912419737	0.709950477391402	Il10	1
mmu05323	Human Diseases	Immune disease	mmu05323	Rheumatoid arthritis - Mus musculus (house mouse)	2/224	87/9478	0.613562962733898	0.793691538949354	0.713996494538239	Ctla4/Cd86	2
mmu00350	Metabolism	Amino acid metabolism	mmu00350	Tyrosine metabolism - Mus musculus (house mouse)	1/224	40/9478	0.616607102770266	0.793987228224726	0.714262493475771	Fah	1
mmu04512	Environmental Information Processing	Signaling molecules and interaction	mmu04512	ECM-receptor interaction - Mus musculus (house mouse)	2/224	89/9478	0.625966574351794	0.798744678584642	0.718542245385961	Fras1/Lamb3	2
mmu04727	Organismal Systems	Nervous system	mmu04727	GABAergic synapse - Mus musculus (house mouse)	2/224	89/9478	0.625966574351794	0.798744678584642	0.718542245385961	Gng3/Cacna1s	2
mmu00760	Metabolism	Metabolism of cofactors and vitamins	mmu00760	Nicotinate and nicotinamide metabolism - Mus musculus (house mouse)	1/224	42/9478	0.63459085354018	0.806101895037526	0.72516071931334	Nt5e	1
mmu00514	Metabolism	Glycan biosynthesis and metabolism	mmu00514	Other types of O-glycan biosynthesis - Mus musculus (house mouse)	1/224	43/9478	0.643265254643083	0.808991439676708	0.72776012303877	Galnt6	1
mmu04975	Organismal Systems	Digestive system	mmu04975	Fat digestion and absorption - Mus musculus (house mouse)	1/224	43/9478	0.643265254643083	0.808991439676708	0.72776012303877	Dgat2	1
mmu04714	Organismal Systems	Environmental adaptation	mmu04714	Thermogenesis - Mus musculus (house mouse)	5/224	232/9478	0.645471893359075	0.808991439676708	0.72776012303877	Ndufv1/Map3k5/Creb5/Cpt1a/Cpt1c	5
mmu00620	Metabolism	Carbohydrate metabolism	mmu00620	Pyruvate metabolism - Mus musculus (house mouse)	1/224	44/9478	0.65173463280524	0.810164074586857	0.728815012972872	Pcx	1
mmu05017	Human Diseases	Neurodegenerative disease	mmu05017	Spinocerebellar ataxia - Mus musculus (house mouse)	3/224	141/9478	0.652153350819916	0.810164074586857	0.728815012972872	Pik3r1/Map3k5/Ryr1	3
mmu05416	Human Diseases	Cardiovascular disease	mmu05416	Viral myocarditis - Mus musculus (house mouse)	2/224	94/9478	0.655626095157294	0.810905959799811	0.729482405045743	Cd86/Casp3	2
mmu00860	Metabolism	Metabolism of cofactors and vitamins	mmu00860	Porphyrin metabolism - Mus musculus (house mouse)	1/224	46/9478	0.668077505597333	0.822698063661345	0.740090456671833	Blvrb	1
mmu03410	Genetic Information Processing	Replication and repair	mmu03410	Base excision repair - Mus musculus (house mouse)	1/224	47/9478	0.675960312928355	0.82295496279315	0.740321560407425	Pold4	1
mmu00564	Metabolism	Lipid metabolism	mmu00564	Glycerophospholipid metabolism - Mus musculus (house mouse)	2/224	98/9478	0.677983803195647	0.82295496279315	0.740321560407425	Lpin2/Pgs1	2
mmu00565	Metabolism	Lipid metabolism	mmu00565	Ether lipid metabolism - Mus musculus (house mouse)	1/224	48/9478	0.683656727932495	0.82295496279315	0.740321560407425	Pafah2	1
mmu04930	Human Diseases	Endocrine and metabolic disease	mmu04930	Type II diabetes mellitus - Mus musculus (house mouse)	1/224	48/9478	0.683656727932495	0.82295496279315	0.740321560407425	Pik3r1	1
mmu04973	Organismal Systems	Digestive system	mmu04973	Carbohydrate digestion and absorption - Mus musculus (house mouse)	1/224	48/9478	0.683656727932495	0.82295496279315	0.740321560407425	Pik3r1	1
mmu05322	Human Diseases	Immune disease	mmu05322	Systemic lupus erythematosus - Mus musculus (house mouse)	3/224	149/9478	0.688623813619708	0.82295496279315	0.740321560407425	Cd86/Il10/Fcgr4	3
mmu05410	Human Diseases	Cardiovascular disease	mmu05410	Hypertrophic cardiomyopathy - Mus musculus (house mouse)	2/224	100/9478	0.68871408233753	0.82295496279315	0.740321560407425	Ttn/Cacna1s	2
mmu05414	Human Diseases	Cardiovascular disease	mmu05414	Dilated cardiomyopathy - Mus musculus (house mouse)	2/224	103/9478	0.704258879258894	0.837978919624507	0.75383695270439	Ttn/Cacna1s	2
mmu00380	Metabolism	Amino acid metabolism	mmu00380	Tryptophan metabolism - Mus musculus (house mouse)	1/224	52/9478	0.712664696847887	0.84441783408027	0.759629331890052	Afmid	1
mmu00330	Metabolism	Amino acid metabolism	mmu00330	Arginine and proline metabolism - Mus musculus (house mouse)	1/224	54/9478	0.726159642100242	0.853770825790695	0.768043184081962	Carns1	1
mmu05016	Human Diseases	Neurodegenerative disease	mmu05016	Huntington disease - Mus musculus (house mouse)	6/224	303/9478	0.726792513514469	0.853770825790695	0.768043184081962	Ndufv1/Map3k5/Casp3/Creb5/Dlg4/Dnah17	6
