category	subcategory	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
mmu04924	Organismal Systems	Endocrine system	mmu04924	Renin secretion - Mus musculus (house mouse)	1/79	76/9468	0.472360921963514	0.675786428502546	0.638766978606058	Cacna1d	1
mmu05100	Human Diseases	Infectious disease: bacterial	mmu05100	Bacterial invasion of epithelial cells - Mus musculus (house mouse)	1/79	76/9468	0.472360921963514	0.675786428502546	0.638766978606058	Elmo1	1
mmu05133	Human Diseases	Infectious disease: bacterial	mmu05133	Pertussis - Mus musculus (house mouse)	1/79	77/9468	0.476799112675278	0.67719294264025	0.640096444171235	Irf8	1
mmu01230	Metabolism	Global and overview maps	mmu01230	Biosynthesis of amino acids - Mus musculus (house mouse)	1/79	79/9468	0.485565207879441	0.679791291031218	0.642552455539712	Aldoc	1
mmu01521	Human Diseases	Drug resistance: antineoplastic	mmu01521	EGFR tyrosine kinase inhibitor resistance - Mus musculus (house mouse)	1/79	79/9468	0.485565207879441	0.679791291031218	0.642552455539712	Igf1r	1
mmu01524	Human Diseases	Drug resistance: antineoplastic	mmu01524	Platinum drug resistance - Mus musculus (house mouse)	1/79	80/9468	0.48989371449117	0.680987007377797	0.643682670776006	Gstm1	1
mmu04510	Cellular Processes	Cellular community - eukaryotes	mmu04510	Focal adhesion - Mus musculus (house mouse)	2/79	202/9468	0.505416767764603	0.688304078497623	0.650598914154573	Igf1r/Fyn	2
mmu05204	Human Diseases	Cancer: overview	mmu05204	Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse)	1/79	84/9468	0.506851045965071	0.688304078497623	0.650598914154573	Gstm1	1
mmu05412	Human Diseases	Cardiovascular disease	mmu05412	Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse)	1/79	86/9468	0.515119766569722	0.688304078497623	0.650598914154573	Cacna1d	1
mmu04260	Organismal Systems	Circulatory system	mmu04260	Cardiac muscle contraction - Mus musculus (house mouse)	1/79	87/9468	0.519202642123015	0.688304078497623	0.650598914154573	Cacna1d	1
mmu04612	Organismal Systems	Immune system	mmu04612	Antigen processing and presentation - Mus musculus (house mouse)	1/79	87/9468	0.519202642123015	0.688304078497623	0.650598914154573	Cd8b1	1
mmu05323	Human Diseases	Immune disease	mmu05323	Rheumatoid arthritis - Mus musculus (house mouse)	1/79	87/9468	0.519202642123015	0.688304078497623	0.650598914154573	Csf1	1
mmu04613	Organismal Systems	Immune system	mmu04613	Neutrophil extracellular trap formation - Mus musculus (house mouse)	2/79	208/9468	0.521133941723376	0.688304078497623	0.650598914154573	Hdac9/Fcgr4	2
mmu05235	Human Diseases	Cancer: overview	mmu05235	PD-L1 expression and PD-1 checkpoint pathway in cancer - Mus musculus (house mouse)	1/79	88/9468	0.523251569878295	0.688304078497623	0.650598914154573	Cd3g	1
mmu00983	Metabolism	Xenobiotics biodegradation and metabolism	mmu00983	Drug metabolism - other enzymes - Mus musculus (house mouse)	1/79	90/9468	0.531248694440462	0.689567841790269	0.651793448738385	Gstm1	1
mmu04912	Organismal Systems	Endocrine system	mmu04912	GnRH signaling pathway - Mus musculus (house mouse)	1/79	90/9468	0.531248694440462	0.689567841790269	0.651793448738385	Cacna1d	1
mmu04742	Organismal Systems	Sensory system	mmu04742	Taste transduction - Mus musculus (house mouse)	1/79	92/9468	0.539113342674036	0.690979126730901	0.653127423762828	Gnb3	1
mmu00140	Metabolism	Lipid metabolism	mmu00140	Steroid hormone biosynthesis - Mus musculus (house mouse)	1/79	94/9468	0.546847681440607	0.690979126730901	0.653127423762828	Cyp11a1	1
mmu04610	Organismal Systems	Immune system	mmu04610	Complement and coagulation cascades - Mus musculus (house mouse)	1/79	94/9468	0.546847681440607	0.690979126730901	0.653127423762828	Cd59a	1
mmu05416	Human Diseases	Cardiovascular disease	mmu05416	Viral myocarditis - Mus musculus (house mouse)	1/79	94/9468	0.546847681440607	0.690979126730901	0.653127423762828	Fyn	1
mmu04070	Environmental Information Processing	Signal transduction	mmu04070	Phosphatidylinositol signaling system - Mus musculus (house mouse)	1/79	96/9468	0.554453842612144	0.690979126730901	0.653127423762828	Pik3c2b	1
mmu05022	Human Diseases	Neurodegenerative disease	mmu05022	Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse)	4/79	473/9468	0.561615513458953	0.690979126730901	0.653127423762828	Prnp/Lrrk2/Cacna1d/Csf1	4
mmu00564	Metabolism	Lipid metabolism	mmu00564	Glycerophospholipid metabolism - Mus musculus (house mouse)	1/79	98/9468	0.561933923628671	0.690979126730901	0.653127423762828	Pgs1	1
mmu05231	Human Diseases	Cancer: overview	mmu05231	Choline metabolism in cancer - Mus musculus (house mouse)	1/79	98/9468	0.561933923628671	0.690979126730901	0.653127423762828	Slc44a4	1
mmu05203	Human Diseases	Cancer: overview	mmu05203	Viral carcinogenesis - Mus musculus (house mouse)	2/79	226/9468	0.566287194295829	0.690979126730901	0.653127423762828	Creb5/Hdac9	2
mmu05410	Human Diseases	Cardiovascular disease	mmu05410	Hypertrophic cardiomyopathy - Mus musculus (house mouse)	1/79	100/9468	0.569289988047183	0.690979126730901	0.653127423762828	Cacna1d	1
mmu05169	Human Diseases	Infectious disease: viral	mmu05169	Epstein-Barr virus infection - Mus musculus (house mouse)	2/79	228/9468	0.571115400665337	0.690979126730901	0.653127423762828	Cd3g/Oas1a	2
mmu05142	Human Diseases	Infectious disease: parasitic	mmu05142	Chagas disease - Mus musculus (house mouse)	1/79	103/9468	0.580095985661197	0.693285446278016	0.655307403571057	Cd3g	1
mmu05414	Human Diseases	Cardiovascular disease	mmu05414	Dilated cardiomyopathy - Mus musculus (house mouse)	1/79	103/9468	0.580095985661197	0.693285446278016	0.655307403571057	Cacna1d	1
mmu04922	Organismal Systems	Endocrine system	mmu04922	Glucagon signaling pathway - Mus musculus (house mouse)	1/79	104/9468	0.583638155136132	0.693291384282921	0.655313016293201	Creb5	1
mmu04625	Organismal Systems	Immune system	mmu04625	C-type lectin receptor signaling pathway - Mus musculus (house mouse)	1/79	112/9468	0.610933450309434	0.72134311000391	0.681828073902729	Arhgef12	1
mmu05132	Human Diseases	Infectious disease: bacterial	mmu05132	Salmonella infection - Mus musculus (house mouse)	2/79	251/9468	0.62388100799515	0.731705127515945	0.691622462098852	Pik3c2b/Elmo1	2
mmu05010	Human Diseases	Neurodegenerative disease	mmu05010	Alzheimer disease - Mus musculus (house mouse)	3/79	384/9468	0.627175823585095	0.731705127515945	0.691622462098852	Apbb1/Cacna1d/Csf1	3
mmu04919	Organismal Systems	Endocrine system	mmu04919	Thyroid hormone signaling pathway - Mus musculus (house mouse)	1/79	120/9468	0.636460532060172	0.733031754390021	0.692876416609257	Esr1	1
mmu01200	Metabolism	Global and overview maps	mmu01200	Carbon metabolism - Mus musculus (house mouse)	1/79	121/9468	0.639532806125987	0.733031754390021	0.692876416609257	Aldoc	1
mmu04722	Organismal Systems	Nervous system	mmu04722	Neurotrophin signaling pathway - Mus musculus (house mouse)	1/79	121/9468	0.639532806125987	0.733031754390021	0.692876416609257	Ngfr	1
mmu04071	Environmental Information Processing	Signal transduction	mmu04071	Sphingolipid signaling pathway - Mus musculus (house mouse)	1/79	126/9468	0.654513806908093	0.745841314848757	0.70498427182267	Fyn	1
mmu04371	Environmental Information Processing	Signal transduction	mmu04371	Apelin signaling pathway - Mus musculus (house mouse)	1/79	137/9468	0.685342067039747	0.776456908322488	0.733922749005144	Gnb3	1
mmu04910	Organismal Systems	Endocrine system	mmu04910	Insulin signaling pathway - Mus musculus (house mouse)	1/79	139/9468	0.690647836788467	0.777971126497354	0.735354018601151	Socs3	1
mmu05418	Human Diseases	Cardiovascular disease	mmu05418	Fluid shear stress and atherosclerosis - Mus musculus (house mouse)	1/79	147/9468	0.711001801146529	0.795471276254821	0.751895513538391	Gstm1	1
mmu05322	Human Diseases	Immune disease	mmu05322	Systemic lupus erythematosus - Mus musculus (house mouse)	1/79	149/9468	0.715880101942258	0.795471276254821	0.751895513538391	Fcgr4	1
mmu01240	Metabolism	Global and overview maps	mmu01240	Biosynthesis of cofactors - Mus musculus (house mouse)	1/79	152/9468	0.723045495500503	0.795471276254821	0.751895513538391	Ggh	1
mmu04921	Organismal Systems	Endocrine system	mmu04921	Oxytocin signaling pathway - Mus musculus (house mouse)	1/79	153/9468	0.725394079211909	0.795471276254821	0.751895513538391	Cacna1d	1
mmu04150	Environmental Information Processing	Signal transduction	mmu04150	mTOR signaling pathway - Mus musculus (house mouse)	1/79	157/9468	0.734593372459809	0.795471276254821	0.751895513538391	Igf1r	1
mmu04390	Environmental Information Processing	Signal transduction	mmu04390	Hippo signaling pathway - Mus musculus (house mouse)	1/79	157/9468	0.734593372459809	0.795471276254821	0.751895513538391	Stk3	1
mmu04932	Human Diseases	Endocrine and metabolic disease	mmu04932	Non-alcoholic fatty liver disease - Mus musculus (house mouse)	1/79	157/9468	0.734593372459809	0.795471276254821	0.751895513538391	Socs3	1
mmu05161	Human Diseases	Infectious disease: viral	mmu05161	Hepatitis B - Mus musculus (house mouse)	1/79	163/9468	0.747824675041611	0.805349650044812	0.761232751922057	Creb5	1
mmu04140	Cellular Processes	Transport and catabolism	mmu04140	Autophagy - animal - Mus musculus (house mouse)	1/79	166/9468	0.754193927101041	0.807770544873246	0.763521030599846	Igf1r	1
mmu04141	Genetic Information Processing	Folding, sorting and degradation	mmu04141	Protein processing in endoplasmic reticulum - Mus musculus (house mouse)	1/79	171/9468	0.764458207751575	0.81431417782233	0.769706204601128	Uggt2	1
mmu04621	Organismal Systems	Immune system	mmu04621	NOD-like receptor signaling pathway - Mus musculus (house mouse)	1/79	216/9468	0.839714351497928	0.889643312938345	0.84090882425966	Oas1a	1
mmu05167	Human Diseases	Infectious disease: viral	mmu05167	Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse)	1/79	221/9468	0.846443062611401	0.891271331891708	0.84244766064952	Gnb3	1
mmu05208	Human Diseases	Cancer: overview	mmu05208	Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse)	1/79	224/9468	0.850345607468109	0.891271331891708	0.84244766064952	Gstm1	1
mmu04810	Cellular Processes	Cell motility	mmu04810	Regulation of actin cytoskeleton - Mus musculus (house mouse)	1/79	231/9468	0.8590747910073	0.892142286894718	0.843270904905856	Arhgef12	1
mmu04714	Organismal Systems	Environmental adaptation	mmu04714	Thermogenesis - Mus musculus (house mouse)	1/79	232/9468	0.860280062362764	0.892142286894718	0.843270904905856	Creb5	1
mmu05171	Human Diseases	Infectious disease: viral	mmu05171	Coronavirus disease - COVID-19 - Mus musculus (house mouse)	1/79	249/9468	0.879279486317414	0.906489942043925	0.856832598279972	Oas1a	1
mmu04020	Environmental Information Processing	Signal transduction	mmu04020	Calcium signaling pathway - Mus musculus (house mouse)	1/79	253/9468	0.883365198624437	0.906489942043925	0.856832598279972	Cacna1d	1
mmu05012	Human Diseases	Neurodegenerative disease	mmu05012	Parkinson disease - Mus musculus (house mouse)	1/79	266/9468	0.89572358174732	0.913745895295314	0.86369107181512	Lrrk2	1
mmu05168	Human Diseases	Infectious disease: viral	mmu05168	Herpes simplex virus 1 infection - Mus musculus (house mouse)	2/79	456/9468	0.899759988734671	0.913745895295314	0.86369107181512	Socs3/Oas1a	2
mmu05016	Human Diseases	Neurodegenerative disease	mmu05016	Huntington disease - Mus musculus (house mouse)	1/79	303/9468	0.924253129608318	0.933781512387785	0.882629141676961	Creb5	1
mmu05165	Human Diseases	Infectious disease: viral	mmu05165	Human papillomavirus infection - Mus musculus (house mouse)	1/79	359/9468	0.953421837201663	0.958311179956544	0.905815078798881	Creb5	1
mmu04080	Environmental Information Processing	Signaling molecules and interaction	mmu04080	Neuroactive ligand-receptor interaction - Mus musculus (house mouse)	1/79	391/9468	0.964769360204201	0.964769360204201	0.9119194811812	Oprm1	1
