ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1902229	GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	3/481	38/28891	0.0251488011323793	0.126976840660416	0.0981427430081789	Nacc2/Bcl2l1/Steap3	3
GO:0002638	GO:0002638	negative regulation of immunoglobulin production	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Prkdc/Bcl6	2
GO:0002829	GO:0002829	negative regulation of type 2 immune response	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Irf1/Bcl6	2
GO:0009155	GO:0009155	purine deoxyribonucleotide catabolic process	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Xdh/Ada	2
GO:0009170	GO:0009170	purine deoxyribonucleoside monophosphate metabolic process	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Xdh/Ada	2
GO:0019321	GO:0019321	pentose metabolic process	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Fggy/Dcxr	2
GO:0031000	GO:0031000	response to caffeine	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Gnal/Ryr1	2
GO:0035845	GO:0035845	photoreceptor cell outer segment organization	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Rom1/Tmem67	2
GO:0038094	GO:0038094	Fc-gamma receptor signaling pathway	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Lck/Rapgef1	2
GO:0039692	GO:0039692	single stranded viral RNA replication via double stranded DNA intermediate	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Inpp5k/Top2a	2
GO:0042754	GO:0042754	negative regulation of circadian rhythm	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Per2/Ada	2
GO:0043031	GO:0043031	negative regulation of macrophage activation	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Cd200/Syt11	2
GO:0045586	GO:0045586	regulation of gamma-delta T cell differentiation	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Lck/Gimap3	2
GO:0046643	GO:0046643	regulation of gamma-delta T cell activation	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Lck/Gimap3	2
GO:0048681	GO:0048681	negative regulation of axon regeneration	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Neo1/Ptprs	2
GO:0051709	GO:0051709	regulation of killing of cells of another organism	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Bad/Bcl2l1	2
GO:0086014	GO:0086014	atrial cardiac muscle cell action potential	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Kcnj5/Trpm4	2
GO:0086026	GO:0086026	atrial cardiac muscle cell to AV node cell signaling	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Kcnj5/Trpm4	2
GO:0086066	GO:0086066	atrial cardiac muscle cell to AV node cell communication	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Kcnj5/Trpm4	2
GO:0090209	GO:0090209	negative regulation of triglyceride metabolic process	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Apoe/Pik3cg	2
GO:0097202	GO:0097202	activation of cysteine-type endopeptidase activity	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Bad/Asph	2
GO:0097212	GO:0097212	lysosomal membrane organization	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Laptm5/Laptm4b	2
GO:0150079	GO:0150079	negative regulation of neuroinflammatory response	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Cd200/Syt11	2
GO:2001034	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	2/481	15/28891	0.0251671367449356	0.126976840660416	0.0981427430081789	Prkdc/Wrap53	2
GO:0048599	GO:0048599	oocyte development	4/481	67/28891	0.0255416449144107	0.128551286201258	0.0993596610169395	Cyp51/Cdc25b/Oosp2/Rec8	4
GO:0060261	GO:0060261	positive regulation of transcription initiation by RNA polymerase II	4/481	67/28891	0.0255416449144107	0.128551286201258	0.0993596610169395	Nfkb1/Ikzf1/Med13/Med9	4
GO:0007368	GO:0007368	determination of left/right symmetry	6/481	135/28891	0.0257666123310117	0.129525205087638	0.100112420894092	Cfap53/Nme7/Dync2li1/Nek8/Tmem67/Enkur	6
GO:0007040	GO:0007040	lysosome organization	5/481	100/28891	0.0260141752399609	0.130451107750206	0.100828068145909	Laptm5/Gm6377/Laptm4b/Hook2/Hps1	5
GO:0080171	GO:0080171	lytic vacuole organization	5/481	100/28891	0.0260141752399609	0.130451107750206	0.100828068145909	Laptm5/Gm6377/Laptm4b/Hook2/Hps1	5
GO:0001822	GO:0001822	kidney development	11/481	336/28891	0.0261391795978533	0.130918494409199	0.101189319918441	Cd24a/Fras1/Kcnj1/Myo1e/Id3/Robo1/Dlg1/Prdm1/Gata3/Hoxb7/Tmem67	11
GO:0030856	GO:0030856	regulation of epithelial cell differentiation	7/481	173/28891	0.0262644763574044	0.131386207975011	0.101550824363284	Vcl/F11r/Cd24a/Xdh/Bad/Gata3/Ezh2	7
GO:0043010	GO:0043010	camera-type eye development	12/481	380/28891	0.0264929438251603	0.132207817852345	0.102185861797078	Twsg1/Wdr19/Cabp4/Cacna1s/Ikzf1/Dlg1/Prdm1/Rom1/Hps1/Gata3/Arl6/Prox1	12
GO:0046486	GO:0046486	glycerolipid metabolic process	12/481	380/28891	0.0264929438251603	0.132207817852345	0.102185861797078	Dgat2/Apoe/Lpin2/Plek/Mppe1/Pik3r1/Inpp5k/Il6st/Pgs1/Cpt1a/Pik3cg/Serinc5	12
GO:0046883	GO:0046883	regulation of hormone secretion	11/481	337/28891	0.0266341482682878	0.132395776531833	0.102331138528497	Ildr1/Cask/Bad/Hmgn3/Kcnb1/Per2/Itsn1/Cpt1a/Trpm4/Birc5/Rapgef4	11
GO:0000768	GO:0000768	syncytium formation by plasma membrane fusion	4/481	68/28891	0.0267926628517501	0.132395776531833	0.102331138528497	Stat1/Ehd1/Cacna1s/Neo1	4
GO:0032387	GO:0032387	negative regulation of intracellular transport	4/481	68/28891	0.0267926628517501	0.132395776531833	0.102331138528497	Inpp5k/Bag3/Bard1/Arhgap8	4
GO:0032720	GO:0032720	negative regulation of tumor necrosis factor production	4/481	68/28891	0.0267926628517501	0.132395776531833	0.102331138528497	Cd24a/Syt11/Il10/Slamf1	4
GO:0140253	GO:0140253	cell-cell fusion	4/481	68/28891	0.0267926628517501	0.132395776531833	0.102331138528497	Stat1/Ehd1/Cacna1s/Neo1	4
GO:0032438	GO:0032438	melanosome organization	3/481	39/28891	0.0269165083694788	0.132395776531833	0.102331138528497	Apoe/Hps1/Kif13a	3
GO:0034381	GO:0034381	plasma lipoprotein particle clearance	3/481	39/28891	0.0269165083694788	0.132395776531833	0.102331138528497	Dgat2/Apoe/Ehd1	3
GO:0044342	GO:0044342	type B pancreatic cell proliferation	3/481	39/28891	0.0269165083694788	0.132395776531833	0.102331138528497	Serpinb1a/Bad/Birc5	3
GO:0060292	GO:0060292	long-term synaptic depression	3/481	39/28891	0.0269165083694788	0.132395776531833	0.102331138528497	Gnal/Bcl2l1/Kcnb1	3
GO:0071320	GO:0071320	cellular response to cAMP	3/481	39/28891	0.0269165083694788	0.132395776531833	0.102331138528497	Inpp5k/Rapgef1/Pik3cg	3
GO:1900274	GO:1900274	regulation of phospholipase C activity	3/481	39/28891	0.0269165083694788	0.132395776531833	0.102331138528497	Dlc1/Cd86/Gpr55	3
GO:1902003	GO:1902003	regulation of amyloid-beta formation	3/481	39/28891	0.0269165083694788	0.132395776531833	0.102331138528497	Apoe/Rtn3/Casp3	3
GO:0032611	GO:0032611	interleukin-1 beta production	5/481	101/28891	0.0270084890297434	0.132689677011281	0.102558299631848	Serpinb1a/Tnfaip8/Tmem106a/Tlr8/App	5
GO:0003158	GO:0003158	endothelium development	6/481	137/28891	0.0274345792338579	0.133986960813764	0.103560994219094	Vcl/F11r/Xdh/Rapgef1/Prox1/Ptprs	6
GO:0006090	GO:0006090	pyruvate metabolic process	6/481	137/28891	0.0274345792338579	0.133986960813764	0.103560994219094	Aldoc/Slc16a3/Tkfc/Pcx/Galk1/App	6
GO:0042157	GO:0042157	lipoprotein metabolic process	6/481	137/28891	0.0274345792338579	0.133986960813764	0.103560994219094	Dgat2/Apoe/Mppe1/Zdhhc24/Abhd17b/Atg10	6
GO:2000177	GO:2000177	regulation of neural precursor cell proliferation	6/481	137/28891	0.0274345792338579	0.133986960813764	0.103560994219094	Cd24a/Rapgef1/Aspm/Shcbp1/Prox1/Kctd11	6
GO:0051924	GO:0051924	regulation of calcium ion transport	10/481	296/28891	0.0274352703342247	0.133986960813764	0.103560994219094	Hspa2/Gimap3/Cask/Inpp5k/Ppp3cc/Pde4b/Saraf/Cabp4/Asph/Pik3cg	10
GO:0031334	GO:0031334	positive regulation of protein-containing complex assembly	8/481	214/28891	0.0275529384387267	0.134402189042936	0.103881931778836	Cd24a/Plek/Fer/Ikzf1/Dlg1/Rhoc/Fscn1/Isg15	8
GO:0001935	GO:0001935	endothelial cell proliferation	7/481	175/28891	0.027727710712755	0.134934970454388	0.104293728362148	Apoe/Stat1/Xdh/Pold4/Il10/Dlg1/Prox1	7
GO:0051168	GO:0051168	nuclear export	7/481	175/28891	0.027727710712755	0.134934970454388	0.104293728362148	Frat1/Bag3/Strada/Ptpn14/Ddx19b/Dusp16/Bard1	7
GO:0072678	GO:0072678	T cell migration	4/481	69/28891	0.0280797610840506	0.135237370217875	0.104527458718954	Cd200/Tnfsf4/F11r/App	4
GO:1903556	GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	4/481	69/28891	0.0280797610840506	0.135237370217875	0.104527458718954	Cd24a/Syt11/Il10/Slamf1	4
GO:0001654	GO:0001654	eye development	13/481	428/28891	0.0282787291656204	0.135237370217875	0.104527458718954	Twsg1/Wdr19/Cabp4/Cacna1s/Ikzf1/Dlg1/Prdm1/Rom1/Hps1/Gata3/Arl6/Prox1/Pbx3	13
GO:0031400	GO:0031400	negative regulation of protein modification process	14/481	473/28891	0.0283291529741499	0.135237370217875	0.104527458718954	Apoe/Lax1/Slfn1/Xdh/Irf1/Rabgef1/Inpp5k/Sh3bp5l/Per2/Casp3/Prkdc/Dusp16/Hexim2/Isg15	14
GO:0002091	GO:0002091	negative regulation of receptor internalization	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Ankrd13d/Dlg4	2
GO:0002467	GO:0002467	germinal center formation	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Ada/Bcl6	2
GO:0006577	GO:0006577	amino-acid betaine metabolic process	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Cpt1a/Cpt1c	2
GO:0009074	GO:0009074	aromatic amino acid family catabolic process	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Fah/Afmid	2
GO:0019682	GO:0019682	glyceraldehyde-3-phosphate metabolic process	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Tkfc/Pcx	2
GO:0023035	GO:0023035	CD40 signaling pathway	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Cd86/Slamf1	2
GO:0032488	GO:0032488	Cdc42 protein signal transduction	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Apoe/Rhobtb1	2
GO:0035721	GO:0035721	intraciliary retrograde transport	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Wdr19/Dync2li1	2
GO:0042454	GO:0042454	ribonucleoside catabolic process	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Xdh/Ada	2
GO:0045346	GO:0045346	regulation of MHC class II biosynthetic process	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Tmem106a/Il10	2
GO:0045760	GO:0045760	positive regulation of action potential	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Trpm4/Rapgef4	2
GO:0046007	GO:0046007	negative regulation of activated T cell proliferation	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Laptm5/Casp3	2
GO:0051044	GO:0051044	positive regulation of membrane protein ectodomain proteolysis	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Apoe/App	2
GO:0055119	GO:0055119	relaxation of cardiac muscle	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Pde4b/Ttn	2
GO:1905906	GO:1905906	regulation of amyloid fibril formation	2/481	16/28891	0.0284502550449007	0.135237370217875	0.104527458718954	Apoe/App	2
GO:0001678	GO:0001678	intracellular glucose homeostasis	7/481	176/28891	0.0284796696572498	0.135237370217875	0.104527458718954	Pik3r1/Bad/Hmgn3/Kcnb1/Trpm4/Birc5/Igf1r	7
GO:0051494	GO:0051494	negative regulation of cytoskeleton organization	7/481	176/28891	0.0284796696572498	0.135237370217875	0.104527458718954	F11r/Add3/Dlc1/Pik3r1/Inpp5k/Mid1/Tmem67	7
GO:0042593	GO:0042593	glucose homeostasis	10/481	298/28891	0.0285482360432785	0.135267672836787	0.104550880172228	Dmxl2/Pik3r1/Inpp5k/Bad/Hmgn3/Kcnb1/Trpm4/Pygl/Birc5/Igf1r	10
GO:0030513	GO:0030513	positive regulation of BMP signaling pathway	3/481	40/28891	0.0287488981618141	0.135267672836787	0.104550880172228	Twsg1/Neo1/Kcp	3
GO:0035329	GO:0035329	hippo signaling	3/481	40/28891	0.0287488981618141	0.135267672836787	0.104550880172228	Stk3/Cit/Nek8	3
GO:0035850	GO:0035850	epithelial cell differentiation involved in kidney development	3/481	40/28891	0.0287488981618141	0.135267672836787	0.104550880172228	Cd24a/Myo1e/Gata3	3
GO:0048753	GO:0048753	pigment granule organization	3/481	40/28891	0.0287488981618141	0.135267672836787	0.104550880172228	Apoe/Hps1/Kif13a	3
GO:0070570	GO:0070570	regulation of neuron projection regeneration	3/481	40/28891	0.0287488981618141	0.135267672836787	0.104550880172228	Neo1/Ptprs/Igf1r	3
GO:0071634	GO:0071634	regulation of transforming growth factor beta production	3/481	40/28891	0.0287488981618141	0.135267672836787	0.104550880172228	Cd200/Cd24a/Laptm4b	3
GO:0086004	GO:0086004	regulation of cardiac muscle cell contraction	3/481	40/28891	0.0287488981618141	0.135267672836787	0.104550880172228	Pde4b/Dlg1/Trpm4	3
GO:0032680	GO:0032680	regulation of tumor necrosis factor production	8/481	216/28891	0.028896705489429	0.135807918378972	0.104968445919904	Cybb/Cd24a/Syt11/Pik3r1/Tmem106a/Il10/Slamf1/App	8
GO:0046635	GO:0046635	positive regulation of alpha-beta T cell activation	5/481	103/28891	0.029068924026993	0.136461528186009	0.10547363299958	Tnfsf4/Cd24a/Gimap3/Irf1/Ada	5
GO:0033500	GO:0033500	carbohydrate homeostasis	10/481	299/28891	0.0291165929582658	0.13648674220597	0.105493121380834	Dmxl2/Pik3r1/Inpp5k/Bad/Hmgn3/Kcnb1/Trpm4/Pygl/Birc5/Igf1r	10
GO:0010563	GO:0010563	negative regulation of phosphorus metabolic process	13/481	430/28891	0.0292069030564634	0.13648674220597	0.105493121380834	Apoe/Lax1/Slfn1/Xdh/Plek/Irf1/Rabgef1/Inpp5k/Sh3bp5l/Casp3/Prkdc/Dusp16/Hexim2	13
GO:0042742	GO:0042742	defense response to bacterium	13/481	430/28891	0.0292069030564634	0.13648674220597	0.105493121380834	Tnfsf8/Gbp10/Iigp1/Syt11/Irf8/Tnfaip8/Jchain/Il10/Gbp6/Pglyrp1/Lyz1/App/Isg15	13
GO:0045936	GO:0045936	negative regulation of phosphate metabolic process	13/481	430/28891	0.0292069030564634	0.13648674220597	0.105493121380834	Apoe/Lax1/Slfn1/Xdh/Plek/Irf1/Rabgef1/Inpp5k/Sh3bp5l/Casp3/Prkdc/Dusp16/Hexim2	13
GO:0006949	GO:0006949	syncytium formation	4/481	70/28891	0.0294030942482289	0.136937261334795	0.105841335928073	Stat1/Ehd1/Cacna1s/Neo1	4
GO:0009994	GO:0009994	oocyte differentiation	4/481	70/28891	0.0294030942482289	0.136937261334795	0.105841335928073	Cyp51/Cdc25b/Oosp2/Rec8	4
GO:0097006	GO:0097006	regulation of plasma lipoprotein particle levels	4/481	70/28891	0.0294030942482289	0.136937261334795	0.105841335928073	Dgat2/Apoe/Ehd1/Soat2	4
GO:0007249	GO:0007249	canonical NF-kappaB signal transduction	9/481	258/28891	0.0296724463532791	0.13791128003196	0.106594172950824	Stat1/Pim2/Irf1/Tmem106a/Nfkb1/Trim59/Lurap1/Tlr8/Tnfrsf19	9
GO:0150063	GO:0150063	visual system development	13/481	431/28891	0.0296792310197515	0.13791128003196	0.106594172950824	Twsg1/Wdr19/Cabp4/Cacna1s/Ikzf1/Dlg1/Prdm1/Rom1/Hps1/Gata3/Arl6/Prox1/Pbx3	13
GO:0060271	GO:0060271	cilium assembly	12/481	387/28891	0.0298909314933084	0.138738404687656	0.107233472858567	Ehd1/Spata6/Wdr19/Dnajb13/Tmem216/Dync2li1/Tmem80/Tmem237/Arl6/Tmem67/Dnah17/Cep97	12
GO:1902904	GO:1902904	negative regulation of supramolecular fiber organization	7/481	178/28891	0.0300247478998573	0.139202575567244	0.107592239095861	Apoe/F11r/Add3/Dlc1/Pik3r1/Inpp5k/Mid1	7
GO:0032092	GO:0032092	positive regulation of protein binding	5/481	104/28891	0.0301353412634046	0.139401348293749	0.107745874203752	Stk3/Apoe/Mapre3/Pacs1/App	5
GO:0046330	GO:0046330	positive regulation of JNK cascade	5/481	104/28891	0.0301353412634046	0.139401348293749	0.107745874203752	Stk3/Map3k5/Slamf1/Tnfrsf19/App	5
GO:0009126	GO:0009126	purine nucleoside monophosphate metabolic process	3/481	41/28891	0.0306457728693561	0.140656239579865	0.108715802832909	Nt5e/Xdh/Ada	3
GO:0010591	GO:0010591	regulation of lamellipodium assembly	3/481	41/28891	0.0306457728693561	0.140656239579865	0.108715802832909	Pik3r1/Fer/Fscn1	3
GO:0032736	GO:0032736	positive regulation of interleukin-13 production	3/481	41/28891	0.0306457728693561	0.140656239579865	0.108715802832909	Tnfsf4/Gata3/Il17rb	3
GO:0032885	GO:0032885	regulation of polysaccharide biosynthetic process	3/481	41/28891	0.0306457728693561	0.140656239579865	0.108715802832909	Inpp5k/Nfkb1/Sorbs1	3
GO:0045601	GO:0045601	regulation of endothelial cell differentiation	3/481	41/28891	0.0306457728693561	0.140656239579865	0.108715802832909	Vcl/F11r/Xdh	3
GO:0099633	GO:0099633	protein localization to postsynaptic specialization membrane	3/481	41/28891	0.0306457728693561	0.140656239579865	0.108715802832909	Dlg1/Dlg4/Rapgef4	3
GO:0099645	GO:0099645	neurotransmitter receptor localization to postsynaptic specialization membrane	3/481	41/28891	0.0306457728693561	0.140656239579865	0.108715802832909	Dlg1/Dlg4/Rapgef4	3
GO:0001885	GO:0001885	endothelial cell development	4/481	71/28891	0.0307627987259355	0.140879246223222	0.108888168782276	Vcl/F11r/Rapgef1/Ptprs	4
GO:0061097	GO:0061097	regulation of protein tyrosine kinase activity	4/481	71/28891	0.0307627987259355	0.140879246223222	0.108888168782276	Unc119/Sh3bp5l/Dlg4/App	4
GO:0030902	GO:0030902	hindbrain development	7/481	179/28891	0.0308180517761845	0.140920769614811	0.108920262977788	Wls/Dlc1/Prox1/Ezh2/Ptprs/Hes3/Igf1r	7
GO:0009150	GO:0009150	purine ribonucleotide metabolic process	11/481	345/28891	0.0308403238821824	0.140920769614811	0.108920262977788	Dgat2/Gimap7/Nt5e/Acly/Xdh/Ndufv1/Nme7/Bad/Bcl2l1/Ada/Bend3	11
GO:0060972	GO:0060972	left/right pattern formation	6/481	141/28891	0.0309811094885132	0.141318835345368	0.109227935325683	Cfap53/Nme7/Dync2li1/Nek8/Tmem67/Enkur	6
GO:1903555	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	8/481	219/28891	0.0309960914056029	0.141318835345368	0.109227935325683	Cybb/Cd24a/Syt11/Pik3r1/Tmem106a/Il10/Slamf1/App	8
GO:1903532	GO:1903532	positive regulation of secretion by cell	12/481	390/28891	0.0314395442799981	0.143118642553232	0.110619039525055	Ildr1/Wls/Cask/Ttn/Apbb1/Bad/Bcl2l1/Slc4a8/Kcnb1/Itsn1/Trpm4/Rapgef4	12
GO:0048880	GO:0048880	sensory system development	13/481	435/28891	0.0316242459725847	0.143118642553232	0.110619039525055	Twsg1/Wdr19/Cabp4/Cacna1s/Ikzf1/Dlg1/Prdm1/Rom1/Hps1/Gata3/Arl6/Prox1/Pbx3	13
GO:0002431	GO:0002431	Fc receptor mediated stimulatory signaling pathway	2/481	17/28891	0.0318941542332019	0.143118642553232	0.110619039525055	Rabgef1/Rapgef1	2
GO:0010524	GO:0010524	positive regulation of calcium ion transport into cytosol	2/481	17/28891	0.0318941542332019	0.143118642553232	0.110619039525055	Gimap3/Asph	2
GO:0042159	GO:0042159	lipoprotein catabolic process	2/481	17/28891	0.0318941542332019	0.143118642553232	0.110619039525055	Apoe/Abhd17b	2
GO:0045342	GO:0045342	MHC class II biosynthetic process	2/481	17/28891	0.0318941542332019	0.143118642553232	0.110619039525055	Tmem106a/Il10	2
GO:0055089	GO:0055089	fatty acid homeostasis	2/481	17/28891	0.0318941542332019	0.143118642553232	0.110619039525055	Dgat2/Apoe	2
GO:0061000	GO:0061000	negative regulation of dendritic spine development	2/481	17/28891	0.0318941542332019	0.143118642553232	0.110619039525055	Apoe/Ptprs	2
GO:0061318	GO:0061318	renal filtration cell differentiation	2/481	17/28891	0.0318941542332019	0.143118642553232	0.110619039525055	Cd24a/Myo1e	2
GO:0072112	GO:0072112	podocyte differentiation	2/481	17/28891	0.0318941542332019	0.143118642553232	0.110619039525055	Cd24a/Myo1e	2
GO:0072311	GO:0072311	glomerular epithelial cell differentiation	2/481	17/28891	0.0318941542332019	0.143118642553232	0.110619039525055	Cd24a/Myo1e	2
GO:1903423	GO:1903423	positive regulation of synaptic vesicle recycling	2/481	17/28891	0.0318941542332019	0.143118642553232	0.110619039525055	Ppp3cc/Bcl2l1	2
GO:2000696	GO:2000696	regulation of epithelial cell differentiation involved in kidney development	2/481	17/28891	0.0318941542332019	0.143118642553232	0.110619039525055	Cd24a/Gata3	2
GO:0030177	GO:0030177	positive regulation of Wnt signaling pathway	6/481	142/28891	0.0319122938702616	0.143118642553232	0.110619039525055	Wls/Frat1/Nfkb1/Mllt3/Aspm/Trpm4	6
GO:0055123	GO:0055123	digestive system development	6/481	142/28891	0.0319122938702616	0.143118642553232	0.110619039525055	Wls/Il6st/Wdr19/Prdm1/Ada/Igf1r	6
GO:0086003	GO:0086003	cardiac muscle cell contraction	4/481	72/28891	0.0321589928440043	0.144068088725534	0.111352883989949	Kcnj5/Pde4b/Dlg1/Trpm4	4
GO:0006885	GO:0006885	regulation of pH	5/481	106/28891	0.0323412584349744	0.144569990202812	0.111740812902369	Car2/Gm6377/Dmxl2/Slc4a8/Lacc1	5
GO:0033045	GO:0033045	regulation of sister chromatid segregation	5/481	106/28891	0.0323412584349744	0.144569990202812	0.111740812902369	Cit/Cenpe/Bub1b/Aurkb/Birc5	5
GO:0007033	GO:0007033	vacuole organization	8/481	221/28891	0.0324523632345307	0.144607414548335	0.111769738869544	Laptm5/Gm6377/Bag3/Laptm4b/Atg10/Hook2/Hps1/Rab43	8
GO:0048639	GO:0048639	positive regulation of developmental growth	8/481	221/28891	0.0324523632345307	0.144607414548335	0.111769738869544	Apoe/Ikzf1/Dlg1/Il7/Prkdc/Prox1/Igf1r/Rasal1	8
GO:0009154	GO:0009154	purine ribonucleotide catabolic process	3/481	42/28891	0.0326068832077978	0.144607414548335	0.111769738869544	Nt5e/Xdh/Ada	3
GO:0045191	GO:0045191	regulation of isotype switching	3/481	42/28891	0.0326068832077978	0.144607414548335	0.111769738869544	Tnfsf4/Hmces/Bcl6	3
GO:0060218	GO:0060218	hematopoietic stem cell differentiation	3/481	42/28891	0.0326068832077978	0.144607414548335	0.111769738869544	Mllt3/Prkdc/Cdk6	3
GO:0071604	GO:0071604	transforming growth factor beta production	3/481	42/28891	0.0326068832077978	0.144607414548335	0.111769738869544	Cd200/Cd24a/Laptm4b	3
GO:1900744	GO:1900744	regulation of p38MAPK cascade	3/481	42/28891	0.0326068832077978	0.144607414548335	0.111769738869544	Xdh/Map3k5/Dlg1	3
GO:2001233	GO:2001233	regulation of apoptotic signaling pathway	13/481	437/28891	0.0326306262121455	0.144607414548335	0.111769738869544	Tnfsf4/Stk3/Lck/Nacc2/Erp29/Sgk3/Il10/Bad/Bcl2l1/Il7/Steap3/App/Rtkn2	13
GO:0046890	GO:0046890	regulation of lipid biosynthetic process	8/481	222/28891	0.033197716321186	0.146962363542282	0.113589922398353	Dgat2/Apoe/Nfkb1/Acadvl/Sorbs1/Pcx/Prox1/Igf1r	8
GO:0030239	GO:0030239	myofibril assembly	4/481	73/28891	0.0335917770860778	0.147753575067716	0.11420146438508	Krt8/Klhl41/Ttn/Prox1	4
GO:0034340	GO:0034340	response to type I interferon	4/481	73/28891	0.0335917770860778	0.147753575067716	0.11420146438508	Stat1/Irf7/Zbp1/Isg15	4
GO:0070050	GO:0070050	neuron cellular homeostasis	4/481	73/28891	0.0335917770860778	0.147753575067716	0.11420146438508	Car2/Marcksl1/Fggy/App	4
GO:0099518	GO:0099518	vesicle cytoskeletal trafficking	4/481	73/28891	0.0335917770860778	0.147753575067716	0.11420146438508	Myo1e/Kif1b/Kif13a/Ap3m2	4
GO:1902893	GO:1902893	regulation of miRNA transcription	4/481	73/28891	0.0335917770860778	0.147753575067716	0.11420146438508	Il10/Nfkb1/Gata3/App	4
GO:2001244	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	4/481	73/28891	0.0335917770860778	0.147753575067716	0.11420146438508	Lck/Nacc2/Bad/Steap3	4
GO:0009799	GO:0009799	specification of symmetry	6/481	144/28891	0.033828878602026	0.148321079025071	0.114640098664789	Cfap53/Nme7/Dync2li1/Nek8/Tmem67/Enkur	6
GO:0009855	GO:0009855	determination of bilateral symmetry	6/481	144/28891	0.033828878602026	0.148321079025071	0.114640098664789	Cfap53/Nme7/Dync2li1/Nek8/Tmem67/Enkur	6
GO:0051963	GO:0051963	regulation of synapse assembly	6/481	144/28891	0.033828878602026	0.148321079025071	0.114640098664789	Pik3r1/Xlr4b/Robo1/Dlg4/Ptprs/App	6
GO:0032640	GO:0032640	tumor necrosis factor production	8/481	223/28891	0.0339546390146317	0.148558388231624	0.114823519329149	Cybb/Cd24a/Syt11/Pik3r1/Tmem106a/Il10/Slamf1/App	8
GO:0032409	GO:0032409	regulation of transporter activity	10/481	307/28891	0.0339551720490547	0.148558388231624	0.114823519329149	Hspa2/Kcnj1/Pde4b/Cabp4/Dlg1/Kcns1/Asph/Dlg4/Kctd7/App	10
GO:0032733	GO:0032733	positive regulation of interleukin-10 production	3/481	43/28891	0.0346319306785083	0.151096697476268	0.116785425378919	Tnfsf4/Tigit/Isg15	3
GO:0086002	GO:0086002	cardiac muscle cell action potential involved in contraction	3/481	43/28891	0.0346319306785083	0.151096697476268	0.116785425378919	Kcnj5/Dlg1/Trpm4	3
GO:0046849	GO:0046849	bone remodeling	5/481	108/28891	0.0346454414422145	0.151096697476268	0.116785425378919	Car2/Fcgr4/Gpr137/Il7/Gpr55	5
GO:0030073	GO:0030073	insulin secretion	9/481	266/28891	0.0350264436368295	0.15194431755102	0.117440566574213	Cask/Bad/Hmgn3/Kcnb1/Per2/Cpt1a/Trpm4/Birc5/Rapgef4	9
GO:0050730	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	9/481	266/28891	0.0350264436368295	0.15194431755102	0.117440566574213	Lck/Cd24a/Unc119/Irf1/Il6st/Sh3bp5l/Il7/Dlg4/App	9
